date,player_a_id,player_b_id,player_a_name,player_b_name,surface,elo_diff,surface_elo_diff,is_grand_slam,is_masters,is_atp_open,rank_diff,points_diff,rank_momentum_diff,recent_form_diff,recent_surface_form_diff,win_pct_diff,matches_played_diff,deciding_set_win_rate_diff,serve_rating_diff,return_rating_diff,bp_save_rate_diff,bp_convert_rate_diff,serve_rating_surface_diff,return_rating_surface_diff,bp_save_rate_surface_diff,bp_convert_rate_surface_diff,h2h_win_rate_diff,h2h_surface_win_rate_diff,result
2019-01-07,105614,104259,Bradley Klahn,Philipp Kohlschreiber,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,105376,105550,Peter Gojowczyk,Guido Pella,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,105550,105376,Guido Pella,Peter Gojowczyk,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,105815,111815,Tennys Sandgren,Cameron Norrie,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,111815,105815,Cameron Norrie,Tennys Sandgren,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,111815,105526,Cameron Norrie,Jan Lennard Struff,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,105526,111815,Jan Lennard Struff,Cameron Norrie,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,105815,104259,Tennys Sandgren,Philipp Kohlschreiber,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,104259,105815,Philipp Kohlschreiber,Tennys Sandgren,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,111815,126203,Cameron Norrie,Taylor Fritz,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,126203,111815,Taylor Fritz,Cameron Norrie,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,105526,105807,Jan Lennard Struff,Pablo Carreno Busta,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,105807,105526,Pablo Carreno Busta,Jan Lennard Struff,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,105815,104919,Tennys Sandgren,Leonardo Mayer,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,104919,105815,Leonardo Mayer,Tennys Sandgren,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,126203,104545,Taylor Fritz,John Isner,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,104545,126203,John Isner,Taylor Fritz,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,111815,105311,Cameron Norrie,Joao Sousa,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,105311,111815,Joao Sousa,Cameron Norrie,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,105526,104907,Jan Lennard Struff,Jose Rubin Statham,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,104907,105526,Jose Rubin Statham,Jan Lennard Struff,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,104919,126610,Leonardo Mayer,Matteo Berrettini,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,126610,104919,Matteo Berrettini,Leonardo Mayer,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,104259,104926,Philipp Kohlschreiber,Fabio Fognini,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,104926,104259,Fabio Fognini,Philipp Kohlschreiber,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,104259,200005,Philipp Kohlschreiber,Ugo Humbert,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,200005,104259,Ugo Humbert,Philipp Kohlschreiber,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,200005,104655,Ugo Humbert,Pablo Cuevas,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,104655,200005,Pablo Cuevas,Ugo Humbert,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,105815,106065,Tennys Sandgren,Marco Cecchinato,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,106065,105815,Marco Cecchinato,Tennys Sandgren,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
2019-01-07,105815,109739,Tennys Sandgren,Maximilian Marterer,Hard,0.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-01-07,109739,105815,Maximilian Marterer,Tennys Sandgren,Hard,0.0,0.0,0,0,1,0,0,-0.0,-0.0,-0.0,-0.0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0
