date,year,player_a,player_b,surface,predicted_prob_a,market_prob_b365,clv_b365,market_prob_bf,clv_bf,bet365_true_prob_a,clv_bet365,betfair_true_prob_a,clv_betfair,odds_a,odds_b,odds_a_b365,odds_b_b365,odds_a_bf,odds_b_bf,pinnacle_true_prob_a,clv_pinnacle,max_true_prob_a,clv_max,actual_winner
2026-03-18,2026,Adam Walton,Sebastian Baez,Hard,0.3143274,0.43152454780361754,-0.11719714780361756,0.4201474201474202,-0.1058200201474202,0.43152454780361754,-0.11719714780361756,0.4201474201474202,-0.1058200201474202,2.2,1.67,2.2,1.67,2.36,1.71,,,0.4332493702770781,-0.11892197027707813,1
2026-03-18,2026,Adrian Mannarino,Tommy Paul,Hard,0.23240952,0.21052631578947367,0.021883204210526336,0.21008403361344535,0.022325486386554655,0.21052631578947367,0.021883204210526336,0.21008403361344535,0.022325486386554655,4.5,1.2,4.5,1.2,4.7,1.25,,,0.21465968586387432,0.017749834136125686,0
2026-03-18,2026,Alejandro Tabilo,Francisco Comesana,Hard,0.6169593,0.6563245823389022,-0.03936528233890224,0.6681514476614699,-0.051192147661469956,0.6563245823389022,-0.03936528233890224,0.6681514476614699,-0.051192147661469956,1.44,2.75,1.44,2.75,1.49,3.0,,,0.6666666666666667,-0.04970736666666675,1
2026-03-18,2026,Aleksandar Kovacevic,Rei Sakamoto,Hard,0.711473,0.6025316455696202,0.10894135443037978,0.6057692307692307,0.1057037692307693,0.6025316455696202,0.10894135443037978,0.6057692307692307,0.1057037692307693,1.57,2.38,1.57,2.38,1.64,2.52,,,0.6123456790123457,0.09912732098765431,0
2026-03-18,2026,Aleksandar Vukic,Rafael Jodar,Hard,0.47863284,0.23809523809523808,0.24053760190476192,0.23214285714285715,0.24648998285714285,0.23809523809523808,0.24053760190476192,0.23214285714285715,0.24648998285714285,4.0,1.25,4.0,1.25,4.3,1.3,,,0.23076923076923078,0.24786360923076922,0
2026-03-18,2026,Alexander Bublik,Matteo Berrettini,Hard,0.62175345,0.6025316455696202,0.019221804430379796,0.6175771971496438,0.004176252850356277,0.6025316455696202,0.019221804430379796,0.6175771971496438,0.004176252850356277,1.57,2.38,1.57,2.38,1.61,2.6,,,0.5970149253731344,0.024738524626865654,0
2026-03-18,2026,Alexander Shevchenko,Ben Shelton,Hard,0.17566708,0.14586070959264127,0.02980637040735873,0.12376779846659364,0.051899281533406366,0.14586070959264127,0.02980637040735873,0.12376779846659364,0.051899281533406366,6.5,1.11,6.5,1.11,8.0,1.13,,,0.1492146596858639,0.02645242031413611,1
2026-03-18,2026,Alexander Shevchenko,Matteo Arnaldi,Hard,0.49706593,0.5483028720626633,-0.05123694206266327,0.5486284289276808,-0.05156249892768083,0.5483028720626633,-0.05123694206266327,0.5486284289276808,-0.05156249892768083,1.73,2.1,1.73,2.1,1.81,2.2,,,0.5478036175710594,-0.05073768757105945,1
2026-03-18,2026,Alexandre Muller,Matteo Berrettini,Hard,0.31581455,0.21052631578947367,0.10528823421052635,0.2114093959731544,0.10440515402684564,0.21052631578947367,0.10528823421052635,0.2114093959731544,0.10440515402684564,4.5,1.2,4.5,1.2,4.7,1.26,,,0.21465968586387432,0.1011548641361257,0
2026-03-18,2026,Andrey Rublev,Alejandro Tabilo,Hard,0.6350124,0.6818181818181818,-0.046805781818181735,0.6896551724137931,-0.05464277241379312,0.6818181818181818,-0.046805781818181735,0.6896551724137931,-0.05464277241379312,1.4,3.0,1.4,3.0,1.44,3.2,,,0.6787330316742082,-0.043720631674208144,0
2026-03-18,2026,Arthur Rinderknech,Terence Atmane,Hard,0.61555064,0.586734693877551,0.028815946122449088,0.5853658536585367,0.030184786341463377,0.586734693877551,0.028815946122449088,0.5853658536585367,0.030184786341463377,1.62,2.3,1.62,2.3,1.7,2.4,,,0.5793450881612091,0.03620555183879093,0
2026-03-18,2026,Botic Van De Zandschulp,Denis Shapovalov,Hard,0.47945258,0.36319612590799033,0.11625645409200969,0.3564814814814815,0.1229710985185185,0.36319612590799033,0.11625645409200969,0.3564814814814815,0.1229710985185185,2.63,1.5,2.63,1.5,2.78,1.54,,,0.36778846153846156,0.11166411846153845,1
2026-03-18,2026,Botic Van De Zandschulp,Taylor Fritz,Hard,0.28605744,0.25595238095238093,0.030105059047619065,0.24214417744916825,0.04391326255083175,0.25595238095238093,0.030105059047619065,0.24214417744916825,0.04391326255083175,3.75,1.29,3.75,1.29,4.1,1.31,,,0.24528301886792456,0.04077442113207544,0
2026-03-18,2026,Cameron Norrie,Alex Michelsen,Hard,0.51947093,0.413265306122449,0.106205623877551,0.3990384615384615,0.12043246846153849,0.413265306122449,0.106205623877551,0.3990384615384615,0.12043246846153849,2.3,1.62,2.3,1.62,2.5,1.66,,,0.41959798994974873,0.09987294005025127,0
2026-03-18,2026,Camilo Ugo Carabelli,Sebastian Korda,Hard,0.14910188,0.14586070959264127,0.0032411704073587178,0.1377245508982036,0.011377329101796396,0.14586070959264127,0.0032411704073587178,0.1377245508982036,0.011377329101796396,6.5,1.11,6.5,1.11,7.2,1.15,,,0.14698162729658795,0.00212025270341204,0
