experiment,mean_clv,median_clv,matched_rows
actual_predictions,0.013225249248001588,0.012087404397905677,11761
shuffled_predictions,0.013225249248001588,0.017050994495412863,11761
random_market_centered,0.001996604132041153,0.0033050032052049927,11761
