date,player_a,player_b,surface,predicted_prob_a,betfair_true_prob_a,clv_betfair,pinnacle_true_prob_a,clv_pinnacle,max_true_prob_a,clv_max,actual_winner
2026-01-12,Alejandro Davidovich Fokina,Valentin Vacherot,Hard,0.6279313,0.6175771971496438,0.010354102850356206,,,0.5720823798627002,0.05584892013729981,1
2026-01-12,Alejandro Tabilo,Camilo Ugo Carabelli,Hard,0.5999005,0.6726457399103138,-0.0727452399103139,0.6620689655172414,-0.06216846551724142,0.6588235294117647,-0.05892302941176475,1
2026-01-12,Alejandro Tabilo,Luciano Darderi,Hard,0.5651128,0.5784313725490196,-0.01331857254901958,,,0.5955882352941176,-0.03047543529411767,0
2026-01-12,Aleksandar Kovacevic,Hamad Medjedovic,Hard,0.37949368,0.3548387096774193,0.024654970322580683,0.3642857142857143,0.015207965714285676,0.3488372093023256,0.03065647069767441,0
2026-01-12,Aleksandar Vukic,Andrea Vavassori,Hard,0.5892732,0.5990338164251208,-0.009760616425120716,,,0.6053268765133173,-0.01605367651331724,1
2026-01-12,Andrea Vavassori,Gabriel Diallo,Hard,0.26640385,0.2647058823529412,0.0016979676470588179,,,0.35185185185185186,-0.08544800185185186,1
2026-01-12,Cameron Norrie,Hugo Gaston,Hard,0.802288,0.6258823529411764,0.17640564705882356,0.6339712918660287,0.16831670813397126,0.6466512702078522,0.15563672979214782,1
2026-01-12,Casper Ruud,Fabian Marozsan,Hard,0.69929534,0.659090909090909,0.04020443090909109,,,0.6681514476614699,0.0311438923385301,0
2026-01-12,Damir Dzumhur,Alexander Shevchenko,Hard,0.44737104,0.4285714285714286,0.018799611428571394,,,0.43609022556390975,0.011280814436090247,0
2026-01-12,Daniel Altmaier,Jaume Munar,Hard,0.4077543,0.3055555555555555,0.10219874444444449,0.30989010989010984,0.09786419010989017,0.32432432432432434,0.08342997567567567,0
2026-01-12,Fabian Marozsan,Eliot Spizzirri,Hard,0.61944157,0.5536159600997507,0.06582560990024933,,,0.5575447570332481,0.06189681296675187,1
2026-01-12,Francisco Comesana,Ben Shelton,Hard,0.17731646,0.24354243542435428,-0.06622597542435427,,,0.2481203007518797,-0.0708038407518797,0
2026-01-12,Francisco Comesana,Valentin Royer,Hard,0.4472762,0.44723618090452255,4.001909547746152e-05,0.44050632911392407,0.006769870886075946,0.4375,0.009776200000000013,1
2026-01-12,Gael Monfils,Fabian Marozsan,Hard,0.50559026,0.39613526570048313,0.10945499429951683,0.4175,0.08809025999999998,0.40942928039702237,0.09616097960297759,0
2026-01-12,Hamad Medjedovic,Jakub Mensik,Hard,0.40198535,0.4180929095354523,-0.016107559535452287,,,0.425,-0.02301464999999997,0
2026-01-12,James Duckworth,Tomas Machac,Hard,0.24747814,0.4285714285714286,-0.1810932885714286,0.38442822384428227,-0.13695008384428226,0.420654911838791,-0.173176771838791,0
2026-01-12,Jaume Munar,Francisco Cerundolo,Hard,0.4737698,0.5643564356435643,-0.09058663564356428,,,0.5739795918367347,-0.10020979183673473,1
2026-01-12,Jaume Munar,Tomas Machac,Hard,0.42645973,0.47368421052631576,-0.04722448052631578,,,0.4763092269326683,-0.049849496932668325,0
2026-01-12,Jenson Brooksby,James Watt,Hard,0.9235917,0.9098428453267162,0.013748854673283795,0.9025270758122743,0.0210646241877257,0.9239516702203269,-0.0003599702203268551,1
2026-01-12,Marcos Giron,Alex Michelsen,Hard,0.44492695,0.468671679197995,-0.02374472919799503,,,0.48600508905852424,-0.041078139058524255,1
2026-01-12,Marcos Giron,Alexandre Muller,Hard,0.51137954,0.5449999999999999,-0.03362045999999996,0.5154639175257731,-0.004084377525773175,0.5408163265306123,-0.029436786530612324,1
2026-01-12,Marcos Giron,Luciano Darderi,Hard,0.51960397,0.6762749445676275,-0.15667097456762746,,,0.6756756756756758,-0.15607170567567574,1
2026-01-12,Mariano Navone,Alex Michelsen,Hard,0.4010469,0.26732673267326734,0.13372016732673264,0.2740286298568507,0.12701827014314926,0.2738589211618257,0.1271879788381743,0
2026-01-12,Marton Fucsovics,Alexander Shevchenko,Hard,0.60930556,0.6223277909738718,-0.013022230973871785,,,0.6425233644859814,-0.03321780448598133,0
2026-01-12,Marton Fucsovics,Ethan Quinn,Hard,0.6349977,0.5215189873417723,0.11347871265822773,0.5594936708860759,0.07550402911392406,0.5189873417721519,0.11601035822784811,1
2026-01-12,Miomir Kecmanovic,Valentin Vacherot,Hard,0.36969152,0.4599999999999999,-0.09030847999999991,0.4529262086513995,-0.08323468865139949,0.4430379746835443,-0.07334645468354428,0
2026-01-12,Nuno Borges,Eliot Spizzirri,Hard,0.60636663,0.5340050377833753,0.07236159221662475,,,0.5547073791348601,0.051659250865139894,0
2026-01-12,Quentin Halys,Jacob Fearnley,Hard,0.45081782,0.5777777777777777,-0.12695995777777774,,,0.5862068965517242,-0.13538907655172422,1
2026-01-12,Quentin Halys,Tomas Machac,Hard,0.24107687,0.3942307692307692,-0.15315389923076922,,,0.41031941031941027,-0.16924254031941027,0
