date,player_a_id,player_b_id,player_a_name,player_b_name,surface,elo_diff,surface_elo_diff,rank_diff,points_diff,recent_form_diff,recent_surface_form_diff,win_pct_diff,matches_played_diff,result
2021-11-01,105643,111815,Federico Delbonis,Cameron Norrie,Hard,-251.67392120865816,-322.5149885065366,-21,-266,-0.7000000000000001,-0.8,-0.1342710997442455,-24,0
2021-11-01,124187,105936,Reilly Opelka,Filip Krajinovic,Hard,48.52423360657872,38.482302761745814,2,79,0.0,0.0,0.002202104232933766,-6,1
2021-11-01,105936,124187,Filip Krajinovic,Reilly Opelka,Hard,-48.52423360657872,-38.482302761745814,-2,-79,-0.0,-0.0,-0.002202104232933766,6,0
2021-11-01,126203,132283,Taylor Fritz,Lorenzo Sonego,Hard,60.47242167823447,128.5152884342574,20,325,0.19999999999999996,0.19999999999999996,0.0292397660818714,5,1
2021-11-01,132283,126203,Lorenzo Sonego,Taylor Fritz,Hard,-60.47242167823447,-128.5152884342574,-20,-325,-0.19999999999999996,-0.19999999999999996,-0.0292397660818714,-5,0
2021-11-01,200615,200282,Alexei Popyrin,Alex De Minaur,Hard,-68.01643626971077,14.714609543318602,-77,-1190,0.10000000000000003,0.10000000000000003,-0.07023809523809527,-22,1
2021-11-01,200282,200615,Alex De Minaur,Alexei Popyrin,Hard,68.01643626971077,-14.714609543318602,77,1190,-0.10000000000000003,-0.10000000000000003,0.07023809523809527,22,0
2021-11-01,207518,111513,Lorenzo Musetti,Laslo Djere,Hard,4.494374312361742,52.40370304339535,-272,-1022,0.0,0.0,0.007453416149068359,-24,1
2021-11-01,111513,207518,Laslo Djere,Lorenzo Musetti,Hard,-4.494374312361742,-52.40370304339535,272,1022,-0.0,-0.0,-0.007453416149068359,24,0
2021-11-01,105902,105138,James Duckworth,Roberto Bautista Agut,Hard,-59.1475841037618,-91.9646584881441,-86,-1759,0.0,0.0,-0.13916786226685796,-31,1
2021-11-01,105138,105902,Roberto Bautista Agut,James Duckworth,Hard,59.1475841037618,91.9646584881441,86,1759,-0.0,-0.0,0.13916786226685796,31,0
2021-11-01,200000,126149,Felix Auger Aliassime,Gianluca Mager,Hard,220.8276874984415,181.67913934749777,112,1235,0.19999999999999996,0.19999999999999996,0.1572871572871573,50,1
2021-11-01,126149,200000,Gianluca Mager,Felix Auger Aliassime,Hard,-220.8276874984415,-181.67913934749777,-112,-1235,-0.19999999999999996,-0.19999999999999996,-0.1572871572871573,-50,0
2021-11-01,136440,104918,Dominik Koepfer,Andy Murray,Hard,-70.1274480829552,-85.9026908696028,45,197,-0.3,-0.3,-0.0357142857142857,24,1
2021-11-01,104918,136440,Andy Murray,Dominik Koepfer,Hard,70.1274480829552,85.9026908696028,-45,-197,0.3,0.3,0.0357142857142857,-24,0
2021-11-01,106421,125802,Daniil Medvedev,Ilya Ivashka,Hard,218.81043689171406,245.072663443156,144,5351,0.10000000000000009,0.10000000000000009,0.1732026143790849,48,1
2021-11-01,125802,106421,Ilya Ivashka,Daniil Medvedev,Hard,-218.81043689171406,-245.072663443156,-144,-5351,-0.10000000000000009,-0.10000000000000009,-0.1732026143790849,-48,0
2021-11-01,126205,105526,Tommy Paul,Jan Lennard Struff,Hard,12.339641091137992,-10.692132109683598,-55,-645,0.0,0.0,0.0049487451396253435,-13,1
2021-11-01,105526,126205,Jan Lennard Struff,Tommy Paul,Hard,-12.339641091137992,10.692132109683598,55,645,-0.0,-0.0,-0.0049487451396253435,13,0
2021-11-01,106218,126207,Marcos Giron,Frances Tiafoe,Hard,-87.07046149766029,-110.48713352802906,-60,-529,-0.09999999999999998,-0.09999999999999998,-0.026736691334447338,-12,1
2021-11-01,126207,106218,Frances Tiafoe,Marcos Giron,Hard,87.07046149766029,110.48713352802906,60,529,0.09999999999999998,0.09999999999999998,0.026736691334447338,12,0
2021-11-01,106043,105357,Diego Schwartzman,John Millman,Hard,119.00126393133678,97.70759546678187,35,1099,0.0,0.0,0.1010126582278481,21,1
2021-11-01,105357,106043,John Millman,Diego Schwartzman,Hard,-119.00126393133678,-97.70759546678187,-35,-1099,-0.0,-0.0,-0.1010126582278481,-21,0
2021-11-01,105777,104755,Grigor Dimitrov,Richard Gasquet,Hard,136.40377533536207,146.3262049177638,38,812,0.09999999999999998,0.19999999999999996,0.10571428571428576,20,1
2021-11-01,104755,105777,Richard Gasquet,Grigor Dimitrov,Hard,-136.40377533536207,-146.3262049177638,-38,-812,-0.09999999999999998,-0.19999999999999996,-0.10571428571428576,-20,0
2021-11-01,111575,144707,Karen Khachanov,Mikael Ymer,Hard,112.95312468412499,109.45912047407683,59,1159,0.09999999999999998,0.09999999999999998,0.09759481961147093,45,1
2021-11-01,144707,111575,Mikael Ymer,Karen Khachanov,Hard,-112.95312468412499,-109.45912047407683,-59,-1159,-0.09999999999999998,-0.09999999999999998,-0.09759481961147093,-45,0
2021-11-01,105583,111456,Dusan Lajovic,Mackenzie Mcdonald,Hard,-92.33770974101844,-89.9452855052732,95,832,-0.2,-0.2,-0.05141843971631205,25,1
2021-11-01,111456,105583,Mackenzie Mcdonald,Dusan Lajovic,Hard,92.33770974101844,89.9452855052732,-95,-832,0.2,0.2,0.05141843971631205,-25,0
2021-11-01,207989,105732,Carlos Alcaraz,Pierre Hugues Herbert,Hard,176.67502442210525,55.603922155364444,-341,-758,0.3,0.0,0.13852813852813856,2,1
2021-11-01,105732,207989,Pierre Hugues Herbert,Carlos Alcaraz,Hard,-176.67502442210525,-55.603922155364444,341,758,-0.3,-0.0,-0.13852813852813856,-2,0
2021-11-01,200384,126239,Hugo Gaston,Arthur Rinderknech,Hard,38.40817513243246,-12.696586826678868,-85,-165,0.0,-0.16666666666666669,0.01018675721561968,-12,1
2021-11-01,126239,200384,Arthur Rinderknech,Hugo Gaston,Hard,-38.40817513243246,12.696586826678868,85,165,-0.0,0.16666666666666669,-0.01018675721561968,12,0
2021-11-01,105807,105332,Pablo Carreno Busta,Benoit Paire,Hard,259.0498179714225,198.97829930781563,-6,-161,0.2,0.2,0.30497737556561083,20,1
2021-11-01,105332,105807,Benoit Paire,Pablo Carreno Busta,Hard,-259.0498179714225,-198.97829930781563,6,161,-0.2,-0.2,-0.30497737556561083,-20,0
2021-11-01,200624,106234,Sebastian Korda,Aslan Karatsev,Hard,-41.51838210417827,-99.21277940896812,-108,-314,-0.29999999999999993,-0.29999999999999993,-0.02494497432135001,-11,1
2021-11-01,106234,200624,Aslan Karatsev,Sebastian Korda,Hard,41.51838210417827,99.21277940896812,108,314,0.29999999999999993,0.29999999999999993,0.02494497432135001,11,0
2021-11-01,105227,200221,Marin Cilic,Alejandro Davidovich Fokina,Hard,108.14957947411108,96.89753567969478,47,538,0.5,0.5,0.048120300751879674,6,1
2021-11-01,200221,105227,Alejandro Davidovich Fokina,Marin Cilic,Hard,-108.14957947411108,-96.89753567969478,-47,-538,-0.5,-0.5,-0.048120300751879674,-6,0
2021-11-01,125802,105077,Ilya Ivashka,Albert Ramos,Hard,147.51256018965023,161.19947044754485,-107,-776,0.19999999999999996,0.19999999999999996,0.1352112676056338,-16,1
2021-11-01,105077,125802,Albert Ramos,Ilya Ivashka,Hard,-147.51256018965023,-161.19947044754485,107,776,-0.19999999999999996,-0.19999999999999996,-0.1352112676056338,16,0
2021-11-01,122330,105554,Alexander Bublik,Daniel Evans,Hard,-39.5291099437934,-32.8672691212455,-13,-205,-0.09999999999999998,-0.09999999999999998,-0.02981273408239693,14,1
2021-11-01,105554,122330,Daniel Evans,Alexander Bublik,Hard,39.5291099437934,32.8672691212455,13,205,0.09999999999999998,0.09999999999999998,0.02981273408239693,-14,0
2021-11-01,106421,200624,Daniil Medvedev,Sebastian Korda,Hard,270.6299011194162,306.41142449933636,220,5485,0.30000000000000004,0.30000000000000004,0.18224110032362462,55,1
2021-11-01,200624,106421,Sebastian Korda,Daniil Medvedev,Hard,-270.6299011194162,-306.41142449933636,-220,-5485,-0.30000000000000004,-0.30000000000000004,-0.18224110032362462,-55,0
2021-11-01,136440,200000,Dominik Koepfer,Felix Auger Aliassime,Hard,-145.56460957394893,-136.9035592524083,-68,-1027,-0.3,-0.3,-0.1163157894736842,-43,1
2021-11-01,200000,136440,Felix Auger Aliassime,Dominik Koepfer,Hard,145.56460957394893,136.9035592524083,68,1027,0.3,0.3,0.1163157894736842,43,0
2021-11-01,200624,105227,Sebastian Korda,Marin Cilic,Hard,-90.06858449952392,-83.99273185067659,-187,-945,-0.5,-0.5,-0.01855287569573283,-28,1
2021-11-01,105227,200624,Marin Cilic,Sebastian Korda,Hard,90.06858449952392,83.99273185067659,187,945,0.5,0.5,0.01855287569573283,28,0
2021-11-01,104792,105173,Gael Monfils,Adrian Mannarino,Hard,144.99459592069297,121.48547610795572,34,1419,0.19999999999999996,0.19999999999999996,0.17328611181381232,-8,1
2021-11-01,105173,104792,Adrian Mannarino,Gael Monfils,Hard,-144.99459592069297,-121.48547610795572,-34,-1419,-0.19999999999999996,-0.19999999999999996,-0.17328611181381232,8,0
2021-11-01,111815,124187,Cameron Norrie,Reilly Opelka,Hard,132.5805337818756,92.9092851654575,-14,-252,0.30000000000000004,0.30000000000000004,0.09139784946236562,31,1
2021-11-01,124187,111815,Reilly Opelka,Cameron Norrie,Hard,-132.5805337818756,-92.9092851654575,14,252,-0.30000000000000004,-0.30000000000000004,-0.09139784946236562,-31,0
2021-11-01,126203,126094,Taylor Fritz,Andrey Rublev,Hard,-23.298852728022894,-39.744474337994916,-8,-269,0.20000000000000007,0.20000000000000007,-0.1973577235772357,-38,1
2021-11-01,126094,126203,Andrey Rublev,Taylor Fritz,Hard,23.298852728022894,39.744474337994916,8,269,-0.20000000000000007,-0.20000000000000007,0.1973577235772357,38,0
2021-11-01,200615,126774,Alexei Popyrin,Stefanos Tsitsipas,Hard,-286.3235641424469,-186.59760053562013,-89,-4715,-0.29999999999999993,-0.29999999999999993,-0.26565497994069426,-68,1
2021-11-01,126774,200615,Stefanos Tsitsipas,Alexei Popyrin,Hard,286.3235641424469,186.59760053562013,89,4715,0.29999999999999993,0.29999999999999993,0.26565497994069426,68,0
2021-11-01,105902,207518,James Duckworth,Lorenzo Musetti,Hard,23.900234226571,66.14145828746155,215,447,0.09999999999999998,0.09999999999999998,-0.051145662847790485,5,1
2021-11-01,207518,105902,Lorenzo Musetti,James Duckworth,Hard,-23.900234226571,-66.14145828746155,-215,-447,-0.09999999999999998,-0.09999999999999998,0.051145662847790485,-5,0
2021-11-01,128034,126205,Hubert Hurkacz,Tommy Paul,Hard,118.36016135329487,154.56797027524658,53,598,0.0,0.0,0.1071428571428571,14,1
2021-11-01,126205,128034,Tommy Paul,Hubert Hurkacz,Hard,-118.36016135329487,-154.56797027524658,-53,-598,-0.0,-0.0,-0.1071428571428571,-14,0
2021-11-01,134770,122330,Casper Ruud,Alexander Bublik,Hard,236.46172955291217,132.29323235556922,2,30,0.19999999999999996,0.19999999999999996,0.1989316239316239,14,1
2021-11-01,122330,134770,Alexander Bublik,Casper Ruud,Hard,-236.46172955291217,-132.29323235556922,-2,-30,-0.19999999999999996,-0.19999999999999996,-0.1989316239316239,-14,0
2021-11-01,106218,106043,Marcos Giron,Diego Schwartzman,Hard,-107.7162862323396,-105.36738391286553,-94,-1604,-0.09999999999999998,-0.09999999999999998,-0.10709570957095704,-41,1
2021-11-01,106043,106218,Diego Schwartzman,Marcos Giron,Hard,107.7162862323396,105.36738391286553,94,1604,0.09999999999999998,0.09999999999999998,0.10709570957095704,41,0
2021-11-01,105777,111575,Grigor Dimitrov,Karen Khachanov,Hard,-6.303682043674144,12.48478001813578,-3,-138,-0.09999999999999998,-0.09999999999999998,0.00015144631228225514,-22,1
2021-11-01,111575,105777,Karen Khachanov,Grigor Dimitrov,Hard,6.303682043674144,-12.48478001813578,3,138,0.09999999999999998,0.09999999999999998,-0.00015144631228225514,22,0
2021-11-01,100644,105583,Alexander Zverev,Dusan Lajovic,Hard,423.19307987141815,373.06293996329896,27,2094,0.4,0.4,0.34386098427194317,35,1
2021-11-01,105583,100644,Dusan Lajovic,Alexander Zverev,Hard,-423.19307987141815,-373.06293996329896,-27,-2094,-0.4,-0.4,-0.34386098427194317,-35,0
2021-11-01,207989,206173,Carlos Alcaraz,Jannik Sinner,Hard,-122.07483210144233,-168.39044697865074,-327,-589,-0.10000000000000009,-0.10000000000000009,-0.08750000000000002,-51,1
2021-11-01,206173,207989,Jannik Sinner,Carlos Alcaraz,Hard,122.07483210144233,168.39044697865074,327,589,0.10000000000000009,0.10000000000000009,0.08750000000000002,51,0
2021-11-01,200384,105807,Hugo Gaston,Pablo Carreno Busta,Hard,-95.29985044719729,-135.02967039481405,-217,-1188,0.19999999999999996,-0.09999999999999998,-0.11279069767441852,-66,1
2021-11-01,105807,200384,Pablo Carreno Busta,Hugo Gaston,Hard,95.29985044719729,135.02967039481405,217,1188,-0.19999999999999996,0.09999999999999998,0.11279069767441852,66,0
2021-11-08,202104,200384,Sebastian Baez,Hugo Gaston,Hard,-130.46319756035427,-32.91639763597391,-10,40,-0.36666666666666664,0.0,-0.23809523809523808,-18,1
2021-11-08,200384,202104,Hugo Gaston,Sebastian Baez,Hard,130.46319756035427,32.91639763597391,10,-40,0.36666666666666664,-0.0,0.23809523809523808,18,0
2021-11-08,207989,200624,Carlos Alcaraz,Sebastian Korda,Hard,47.23390636569525,43.19354171727787,-181,-138,0.19999999999999996,0.19999999999999996,0.008695652173913104,-4,1
2021-11-08,200624,207989,Sebastian Korda,Carlos Alcaraz,Hard,-47.23390636569525,-43.19354171727787,181,138,-0.19999999999999996,-0.19999999999999996,-0.008695652173913104,4,0
2021-11-08,207989,202104,Carlos Alcaraz,Sebastian Baez,Hard,179.6539345536662,118.58471175643649,-149,-147,0.19999999999999996,-0.30000000000000004,0.11702127659574468,43,1
2021-11-08,202104,207989,Sebastian Baez,Carlos Alcaraz,Hard,-179.6539345536662,-118.58471175643649,149,147,-0.19999999999999996,0.30000000000000004,-0.11702127659574468,-43,0
2021-11-08,200624,206909,Sebastian Korda,Brandon Nakashima,Hard,14.433483419738423,-27.674561950826728,69,81,-0.09999999999999998,-0.09999999999999998,-0.0117647058823529,21,1
2021-11-08,206909,200624,Brandon Nakashima,Sebastian Korda,Hard,-14.433483419738423,27.674561950826728,-69,-81,0.09999999999999998,0.09999999999999998,0.0117647058823529,-21,0
2021-11-08,207989,206909,Carlos Alcaraz,Brandon Nakashima,Hard,113.0721266886344,71.57444647109241,-112,-57,0.19999999999999996,0.19999999999999996,0.04435483870967738,17,1
2021-11-08,206909,207989,Brandon Nakashima,Carlos Alcaraz,Hard,-113.0721266886344,-71.57444647109241,112,57,-0.19999999999999996,-0.19999999999999996,-0.04435483870967738,-17,0
2021-11-08,207989,207678,Carlos Alcaraz,Juan Manuel Cerundolo,Hard,177.80386434456773,159.58737084659992,-71,-50,0.13333333333333341,0.30000000000000004,-0.0340136054421768,40,1
2021-11-08,207678,207989,Juan Manuel Cerundolo,Carlos Alcaraz,Hard,-177.80386434456773,-159.58737084659992,71,50,-0.13333333333333341,-0.30000000000000004,0.0340136054421768,-40,0
2021-11-08,207989,208029,Carlos Alcaraz,Holger Rune,Hard,239.42535515938926,144.3776609212489,455,67,0.5,0.3285714285714286,0.21894736842105267,31,1
2021-11-08,208029,207989,Holger Rune,Carlos Alcaraz,Hard,-239.42535515938926,-144.3776609212489,-455,-67,-0.5,-0.3285714285714286,-0.21894736842105267,-31,0
2021-11-08,206909,207678,Brandon Nakashima,Juan Manuel Cerundolo,Hard,51.252266197787094,71.64087459031202,41,7,-0.09999999999999998,0.5,-0.03749999999999998,22,1
2021-11-08,207678,206909,Juan Manuel Cerundolo,Brandon Nakashima,Hard,-51.252266197787094,-71.64087459031202,-41,-7,0.09999999999999998,-0.5,0.03749999999999998,-22,0
2021-11-08,206909,208029,Brandon Nakashima,Holger Rune,Hard,116.05390580198241,60.632325955846454,567,124,0.2,0.0,0.17575757575757578,13,1
2021-11-08,208029,206909,Holger Rune,Brandon Nakashima,Hard,-116.05390580198241,-60.632325955846454,-567,-124,-0.2,-0.0,-0.17575757575757578,-13,0
2021-11-08,208029,207678,Holger Rune,Juan Manuel Cerundolo,Hard,-48.33400644756375,23.26635035433651,-526,-117,-0.2,0.4444444444444444,-0.16450216450216448,10,1
2021-11-08,207678,208029,Juan Manuel Cerundolo,Holger Rune,Hard,48.33400644756375,-23.26635035433651,526,117,0.2,-0.4444444444444444,0.16450216450216448,-10,0
2021-11-08,200624,207518,Sebastian Korda,Lorenzo Musetti,Hard,123.56128602869762,112.5998454457415,86,91,0.2,0.2,0.07532051282051277,4,1
2021-11-08,207518,200624,Lorenzo Musetti,Sebastian Korda,Hard,-123.56128602869762,-112.5998454457415,-86,-91,-0.2,-0.2,-0.07532051282051277,-4,0
2021-11-08,200624,202104,Sebastian Korda,Sebastian Baez,Hard,139.01050441524558,86.35125783645617,32,-9,0.09999999999999998,0.0,0.20377358490566033,48,1
2021-11-08,202104,200624,Sebastian Baez,Sebastian Korda,Hard,-139.01050441524558,-86.35125783645617,-32,9,-0.09999999999999998,-0.0,-0.20377358490566033,-48,0
2021-11-08,200624,200384,Sebastian Korda,Hugo Gaston,Hard,53.55532548469455,89.81922170182679,22,31,-0.09999999999999998,0.09999999999999998,0.06565656565656575,32,1
2021-11-08,200384,200624,Hugo Gaston,Sebastian Korda,Hard,-53.55532548469455,-89.81922170182679,-22,-31,0.09999999999999998,-0.09999999999999998,-0.06565656565656575,-32,0
2021-11-08,202104,207518,Sebastian Baez,Lorenzo Musetti,Hard,-4.292320057523511,36.12293540981523,54,100,0.033333333333333326,0.033333333333333326,-0.17687074829931976,-43,1
2021-11-08,207518,202104,Lorenzo Musetti,Sebastian Baez,Hard,4.292320057523511,-36.12293540981523,-54,-100,-0.033333333333333326,-0.033333333333333326,0.17687074829931976,43,0
2021-11-08,207518,200384,Lorenzo Musetti,Hugo Gaston,Hard,-103.64625652404516,-59.25056532505141,-64,-60,-0.3,-0.2,-0.021739130434782594,27,1
2021-11-08,200384,207518,Hugo Gaston,Lorenzo Musetti,Hard,103.64625652404516,59.25056532505141,64,60,0.3,0.2,0.021739130434782594,-27,0
2021-11-08,126207,111200,Frances Tiafoe,Elias Ymer,Hard,175.50461385813742,184.3772381731119,155,803,0.3,0.35,0.2277777777777778,62,1
2021-11-08,111200,126207,Elias Ymer,Frances Tiafoe,Hard,-175.50461385813742,-184.3772381731119,-155,-803,-0.3,-0.35,-0.2277777777777778,-62,0
2021-11-08,126205,126207,Tommy Paul,Frances Tiafoe,Hard,-98.53290893490498,-134.54114366695944,-43,-450,0.0,0.0,-0.04128882886359253,-2,1
2021-11-08,126207,126205,Frances Tiafoe,Tommy Paul,Hard,98.53290893490498,134.54114366695944,43,450,-0.0,-0.0,0.04128882886359253,2,0
2021-11-08,105936,104797,Filip Krajinovic,Denis Istomin,Hard,106.37692121098894,81.22429918602506,124,843,0.4,0.4,0.5147058823529411,62,1
2021-11-08,104797,105936,Denis Istomin,Filip Krajinovic,Hard,-106.37692121098894,-81.22429918602506,-124,-843,-0.4,-0.4,-0.5147058823529411,-62,0
2021-11-08,122298,126120,Botic Van De Zandschulp,Nino Serdarusic,Hard,154.54909415210864,110.54406097156902,149,281,0.7,0.7,0.6086956521739131,20,1
2021-11-08,126120,122298,Nino Serdarusic,Botic Van De Zandschulp,Hard,-154.54909415210864,-110.54406097156902,-149,-281,-0.7,-0.7,-0.6086956521739131,-20,0
2021-11-08,105916,105173,Marton Fucsovics,Adrian Mannarino,Hard,87.3295260257978,29.642758623744157,-27,-321,-0.10000000000000003,-0.10000000000000003,0.13718775181305404,5,1
2021-11-08,105173,105916,Adrian Mannarino,Marton Fucsovics,Hard,-87.3295260257978,-29.642758623744157,27,321,0.10000000000000003,0.10000000000000003,-0.13718775181305404,-5,0
2021-11-08,131934,200303,Andrea Vavassori,Pavel Kotov,Hard,30.212253227150768,29.52067707115293,-3,14,0.5,0.5,0.0,-2,1
2021-11-08,200303,131934,Pavel Kotov,Andrea Vavassori,Hard,-30.212253227150768,-29.52067707115293,3,-14,-0.5,-0.5,-0.0,2,0
2021-11-08,106075,105376,Jozef Kovalik,Peter Gojowczyk,Hard,-131.78724196421808,-96.52018610734308,-19,-84,-0.19999999999999996,-0.7,-0.2070588235294118,-8,1
2021-11-08,105376,106075,Peter Gojowczyk,Jozef Kovalik,Hard,131.78724196421808,96.52018610734308,19,84,0.19999999999999996,0.7,0.2070588235294118,8,0
2021-11-08,126239,122330,Arthur Rinderknech,Alexander Bublik,Hard,-13.318080453283528,-46.32937205647363,-107,-565,0.0,-0.09999999999999998,-0.016483516483516536,-59,1
2021-11-08,122330,126239,Alexander Bublik,Arthur Rinderknech,Hard,13.318080453283528,46.32937205647363,107,565,-0.0,0.09999999999999998,0.016483516483516536,59,0
2021-11-08,124079,200325,Pedro Martinez,Emil Ruusuvuori,Hard,-16.04529580699318,-89.43727031758908,-67,-240,0.0,-0.09999999999999998,-0.0013293452974410536,-8,1
2021-11-08,200325,124079,Emil Ruusuvuori,Pedro Martinez,Hard,16.04529580699318,89.43727031758908,67,240,-0.0,0.09999999999999998,0.0013293452974410536,8,0
2021-11-08,200221,111456,Alejandro Davidovich Fokina,Mackenzie Mcdonald,Hard,45.446308456153474,-5.244717783979013,44,208,0.0,0.0,0.09096244131455405,23,1
2021-11-08,111456,200221,Mackenzie Mcdonald,Alejandro Davidovich Fokina,Hard,-45.446308456153474,5.244717783979013,-44,-208,-0.0,-0.0,-0.09096244131455405,-23,0
2021-11-08,126203,106078,Taylor Fritz,Egor Gerasimov,Hard,240.36576327373086,191.34911947199134,67,740,0.4,0.4,0.09852312475709296,21,1
2021-11-08,106078,126203,Egor Gerasimov,Taylor Fritz,Hard,-240.36576327373086,-191.34911947199134,-67,-740,-0.4,-0.4,-0.09852312475709296,-21,0
2021-11-08,126205,209863,Tommy Paul,Leo Borg,Hard,73.94560889800641,39.76292580080076,2056,599,0.09999999999999998,0.09999999999999998,0.5,72,1
2021-11-08,209863,126205,Leo Borg,Tommy Paul,Hard,-73.94560889800641,-39.76292580080076,-2056,-599,-0.09999999999999998,-0.09999999999999998,-0.5,-72,0
2021-11-08,104918,126340,Andy Murray,Viktor Durasovic,Hard,83.92844617180344,65.49226246533999,195,295,0.09999999999999998,0.09999999999999998,0.08484848484848484,28,1
2021-11-08,126340,104918,Viktor Durasovic,Andy Murray,Hard,-83.92844617180344,-65.49226246533999,-195,-295,-0.09999999999999998,-0.09999999999999998,-0.08484848484848484,-28,0
2021-11-08,200000,105936,Felix Auger Aliassime,Filip Krajinovic,Hard,129.8657179141544,100.93861509406611,19,488,0.09999999999999998,0.09999999999999998,0.06241928540680153,32,1
2021-11-08,105936,200000,Filip Krajinovic,Felix Auger Aliassime,Hard,-129.8657179141544,-100.93861509406611,-19,-488,-0.09999999999999998,-0.09999999999999998,-0.06241928540680153,-32,0
2021-11-08,126205,133430,Tommy Paul,Denis Shapovalov,Hard,1.5468437244228426,27.169690858350123,-76,-1450,0.09999999999999998,0.09999999999999998,-0.041931172736384914,-9,1
2021-11-08,133430,126205,Denis Shapovalov,Tommy Paul,Hard,-1.5468437244228426,-27.169690858350123,76,1450,-0.09999999999999998,-0.09999999999999998,0.041931172736384914,9,0
2021-11-08,133430,131934,Denis Shapovalov,Andrea Vavassori,Hard,54.50301056600006,-2.6250807886217444,275,1870,-0.5,-0.5,-0.45783132530120485,82,1
2021-11-08,131934,133430,Andrea Vavassori,Denis Shapovalov,Hard,-54.50301056600006,2.6250807886217444,-275,-1870,0.5,0.5,0.45783132530120485,-82,0
2021-11-08,122298,105916,Botic Van De Zandschulp,Marton Fucsovics,Hard,55.0471453835753,34.7196176736436,-89,-367,0.29999999999999993,0.29999999999999993,0.08445945945945943,-50,1
2021-11-08,105916,122298,Marton Fucsovics,Botic Van De Zandschulp,Hard,-55.0471453835753,-34.7196176736436,89,367,-0.29999999999999993,-0.29999999999999993,-0.08445945945945943,50,0
2021-11-08,104918,206173,Andy Murray,Jannik Sinner,Hard,-171.88484735538736,-178.1049039100667,-55,-259,-0.19999999999999996,-0.19999999999999996,-0.18041237113402064,-63,1
2021-11-08,206173,104918,Jannik Sinner,Andy Murray,Hard,171.88484735538736,178.1049039100667,55,259,0.19999999999999996,0.19999999999999996,0.18041237113402064,63,0
2021-11-08,133430,200000,Denis Shapovalov,Felix Auger Aliassime,Hard,-89.91551071755907,-105.03875095261378,7,414,-0.09999999999999998,-0.09999999999999998,-0.040616246498599407,-18,1
2021-11-08,200000,133430,Felix Auger Aliassime,Denis Shapovalov,Hard,89.91551071755907,105.03875095261378,-7,-414,0.09999999999999998,0.09999999999999998,0.040616246498599407,18,0
2021-11-08,126205,104918,Tommy Paul,Andy Murray,Hard,-3.801211081495694,-20.822171973674358,44,188,0.0,0.0,-0.0007722007722007485,39,1
2021-11-08,104918,126205,Andy Murray,Tommy Paul,Hard,3.801211081495694,20.822171973674358,-44,-188,-0.0,-0.0,0.0007722007722007485,-39,0
2021-11-08,126207,105554,Frances Tiafoe,Daniel Evans,Hard,76.54162707189266,85.61129716567939,-5,-74,0.0,0.0,-0.012446657183499354,-2,1
2021-11-08,105554,126207,Daniel Evans,Frances Tiafoe,Hard,-76.54162707189266,-85.61129716567939,5,74,-0.0,-0.0,0.012446657183499354,2,0
2021-11-08,133430,126239,Denis Shapovalov,Arthur Rinderknech,Hard,54.71751630212566,40.192615764508446,148,1696,0.0,0.09999999999999998,0.03778966131907313,52,1
2021-11-08,126239,133430,Arthur Rinderknech,Denis Shapovalov,Hard,-54.71751630212566,-40.192615764508446,-148,-1696,-0.0,-0.09999999999999998,-0.03778966131907313,-52,0
2021-11-08,200000,122298,Felix Auger Aliassime,Botic Van De Zandschulp,Hard,16.722661724799764,3.3713614020302884,138,1213,-0.19999999999999996,-0.19999999999999996,-0.057475728155339856,78,1
2021-11-08,122298,200000,Botic Van De Zandschulp,Felix Auger Aliassime,Hard,-16.722661724799764,-3.3713614020302884,-138,-1213,0.19999999999999996,0.19999999999999996,0.057475728155339856,-78,0
2021-11-08,126205,126203,Tommy Paul,Taylor Fritz,Hard,-81.71280371398734,-99.40224350804215,-59,-715,-0.10000000000000009,-0.10000000000000009,-0.05142857142857138,-9,1
2021-11-08,126203,126205,Taylor Fritz,Tommy Paul,Hard,81.71280371398734,99.40224350804215,59,715,0.10000000000000009,0.10000000000000009,0.05142857142857138,9,0
2021-11-08,105554,200221,Daniel Evans,Alejandro Davidovich Fokina,Hard,-39.237677386920495,-6.373879243706597,43,497,-0.09999999999999998,-0.09999999999999998,-0.023088023088023157,5,1
2021-11-08,200221,105554,Alejandro Davidovich Fokina,Daniel Evans,Hard,39.237677386920495,6.373879243706597,-43,-497,0.09999999999999998,0.09999999999999998,0.023088023088023157,-5,0
2021-11-08,126207,124079,Frances Tiafoe,Pedro Martinez,Hard,91.98545075528341,136.93602775752402,121,750,0.09999999999999998,0.09999999999999998,0.033333333333333326,23,1
2021-11-08,124079,126207,Pedro Martinez,Frances Tiafoe,Hard,-91.98545075528341,-136.93602775752402,-121,-750,-0.09999999999999998,-0.09999999999999998,-0.033333333333333326,-23,0
2021-11-08,126239,106075,Arthur Rinderknech,Jozef Kovalik,Hard,70.08635409936437,5.7531559174394715,-23,-25,-0.09999999999999998,0.06666666666666671,0.1111111111111111,16,1
2021-11-08,106075,126239,Jozef Kovalik,Arthur Rinderknech,Hard,-70.08635409936437,-5.7531559174394715,23,25,0.09999999999999998,-0.06666666666666671,-0.1111111111111111,-16,0
2021-11-15,106421,206173,Daniil Medvedev,Jannik Sinner,Hard,158.52670108582083,154.34783175041184,74,5034,0.10000000000000009,0.10000000000000009,0.11499215070643642,6,1
