date,player_a_id,player_b_id,player_a_name,player_b_name,surface,elo_diff,surface_elo_diff,rank_diff,points_diff,recent_form_diff,recent_surface_form_diff,win_pct_diff,matches_played_diff,result
2023-09-27,105777,111456,Grigor Dimitrov,Mackenzie Mcdonald,Hard,114.77115039697992,9.106293378868031,109,1283,0.0,0.0,0.09247042766151048,11,1
2023-09-27,111456,105777,Mackenzie Mcdonald,Grigor Dimitrov,Hard,-114.77115039697992,-9.106293378868031,-109,-1283,-0.0,-0.0,-0.09247042766151048,-11,0
2023-09-27,106415,209992,Yoshihito Nishioka,Juncheng Shang,Hard,132.6192411684076,94.65768811282192,591,725,0.09999999999999998,0.09999999999999998,0.15742397137745973,116,1
2023-09-27,209992,106415,Juncheng Shang,Yoshihito Nishioka,Hard,-132.6192411684076,-94.65768811282192,-591,-725,-0.09999999999999998,-0.09999999999999998,-0.15742397137745973,-116,0
2023-09-27,206173,105554,Jannik Sinner,Daniel Evans,Hard,219.6154465459906,223.77731696664205,-37,-453,0.20000000000000007,0.20000000000000007,0.19805834811748468,50,1
2023-09-27,105554,206173,Daniel Evans,Jannik Sinner,Hard,-219.6154465459906,-223.77731696664205,37,453,-0.20000000000000007,-0.20000000000000007,-0.19805834811748468,-50,0
2023-09-27,100644,106043,Alexander Zverev,Diego Schwartzman,Hard,415.2831662885601,320.35271612460224,6,1220,0.5,0.6000000000000001,0.1925830161124279,32,1
2023-09-27,106043,100644,Diego Schwartzman,Alexander Zverev,Hard,-415.2831662885601,-320.35271612460224,-6,-1220,-0.5,-0.6000000000000001,-0.1925830161124279,-32,0
2023-09-27,200282,104918,Alex De Minaur,Andy Murray,Hard,153.4188644776866,142.08695391458195,116,1363,0.09999999999999998,0.09999999999999998,0.07631160572337037,93,1
2023-09-27,104918,200282,Andy Murray,Alex De Minaur,Hard,-153.4188644776866,-142.08695391458195,-116,-1363,-0.09999999999999998,-0.09999999999999998,-0.07631160572337037,-93,0
2023-09-27,208286,200670,Matteo Arnaldi,J J Wolf,Hard,31.68431732462568,-26.7571348497479,-132,-202,0.19999999999999996,0.09999999999999998,0.0,-48,1
2023-09-27,200670,208286,J J Wolf,Matteo Arnaldi,Hard,-31.68431732462568,26.7571348497479,132,202,-0.19999999999999996,-0.09999999999999998,-0.0,48,0
2023-09-27,126094,111815,Andrey Rublev,Cameron Norrie,Hard,207.9100159301397,158.07506055522094,29,609,0.3,0.3,0.09857285097909063,32,1
2023-09-27,111815,126094,Cameron Norrie,Andrey Rublev,Hard,-207.9100159301397,-158.07506055522094,-29,-609,-0.3,-0.3,-0.09857285097909063,-32,0
2023-09-27,200005,132283,Ugo Humbert,Lorenzo Sonego,Hard,4.548845554058289,23.44801485514472,-6,-90,0.0,0.0,-0.0034482758620689724,-37,1
2023-09-27,132283,200005,Lorenzo Sonego,Ugo Humbert,Hard,-4.548845554058289,-23.44801485514472,6,90,-0.0,-0.0,0.0034482758620689724,37,0
2023-09-27,207518,111575,Lorenzo Musetti,Karen Khachanov,Hard,-125.67385736670235,-185.05363830369265,-294,-1711,-0.30000000000000004,-0.30000000000000004,-0.06587771203155823,-26,1
2023-09-27,111575,207518,Karen Khachanov,Lorenzo Musetti,Hard,125.67385736670235,185.05363830369265,294,1711,0.30000000000000004,0.30000000000000004,0.06587771203155823,26,0
2023-09-27,106421,126205,Daniil Medvedev,Tommy Paul,Hard,252.24024343884957,216.24176345027286,85,5105,0.20000000000000007,0.20000000000000007,0.20762348327000857,47,1
2023-09-27,126205,106421,Tommy Paul,Daniil Medvedev,Hard,-252.24024343884957,-216.24176345027286,-85,-5105,-0.20000000000000007,-0.20000000000000007,-0.20762348327000857,-47,0
2023-09-27,200221,212044,Alejandro Davidovich Fokina,Yi Zhou,Hard,216.92708885794787,183.12987706805302,808,609,0.5,0.5,0.5229885057471264,172,1
2023-09-27,212044,200221,Yi Zhou,Alejandro Davidovich Fokina,Hard,-216.92708885794787,-183.12987706805302,-808,-609,-0.5,-0.5,-0.5229885057471264,-172,0
2023-09-27,207989,105870,Carlos Alcaraz,Yannick Hanfmann,Hard,451.3269502847984,477.2072122719012,-288,-404,0.5,0.6000000000000001,0.27762663557455625,103,1
2023-09-27,105870,207989,Yannick Hanfmann,Carlos Alcaraz,Hard,-451.3269502847984,-477.2072122719012,288,404,-0.5,-0.6000000000000001,-0.27762663557455625,-103,0
2023-09-27,144869,144750,Tomas Martin Etcheverry,Lloyd Harris,Hard,89.20472200954396,-56.244921597898156,-157,-353,0.09999999999999998,0.0,-0.04127966976264191,-46,1
2023-09-27,144750,144869,Lloyd Harris,Tomas Martin Etcheverry,Hard,-89.20472200954396,56.244921597898156,157,353,-0.09999999999999998,-0.0,0.04127966976264191,46,0
2023-09-27,200005,126094,Ugo Humbert,Andrey Rublev,Hard,-197.9171607263586,-141.96386568227126,-34,-684,-0.09999999999999998,-0.09999999999999998,-0.23003802281368824,-117,1
2023-09-27,126094,200005,Andrey Rublev,Ugo Humbert,Hard,197.9171607263586,141.96386568227126,34,684,0.09999999999999998,0.09999999999999998,0.23003802281368824,117,0
2023-09-27,106421,200282,Daniil Medvedev,Alex De Minaur,Hard,168.31165638218908,171.71080201270343,13,3930,0.10000000000000009,0.10000000000000009,0.17162042065764793,42,1
2023-09-27,200282,106421,Alex De Minaur,Daniil Medvedev,Hard,-168.31165638218908,-171.71080201270343,-13,-3930,-0.10000000000000009,-0.10000000000000009,-0.17162042065764793,-42,0
2023-09-27,206173,207989,Jannik Sinner,Carlos Alcaraz,Hard,-184.9239141661178,-50.89302247173032,327,589,0.0,0.0,-0.08063423861009267,42,1
2023-09-27,207989,206173,Carlos Alcaraz,Jannik Sinner,Hard,184.9239141661178,50.89302247173032,-327,-589,-0.0,-0.0,0.08063423861009267,-42,0
2023-09-27,106421,100644,Daniil Medvedev,Alexander Zverev,Hard,67.56998758166674,156.8942724698943,2,2360,0.0,0.0,0.04351932577739026,26,1
2023-09-27,100644,106421,Alexander Zverev,Daniil Medvedev,Hard,-67.56998758166674,-156.8942724698943,-2,-2360,-0.0,-0.0,-0.04351932577739026,-26,0
2023-09-27,207989,134770,Carlos Alcaraz,Casper Ruud,Hard,283.7841658360246,257.611112366679,-353,-867,0.09999999999999998,0.19999999999999996,0.09727422153228016,-45,1
2023-09-27,134770,207989,Casper Ruud,Carlos Alcaraz,Hard,-283.7841658360246,-257.611112366679,353,867,-0.09999999999999998,-0.19999999999999996,-0.09727422153228016,45,0
2023-09-27,206173,105777,Jannik Sinner,Grigor Dimitrov,Hard,99.44868379269269,182.8293441331607,-59,-1031,0.20000000000000007,0.20000000000000007,0.12567532801646508,61,1
2023-09-27,105777,206173,Grigor Dimitrov,Jannik Sinner,Hard,-99.44868379269269,-182.8293441331607,59,1031,-0.20000000000000007,-0.20000000000000007,-0.12567532801646508,-61,0
2023-09-27,100644,111797,Alexander Zverev,Nicolas Jarry,Hard,188.05153549395413,259.3254403231215,70,2670,0.20000000000000007,0.20000000000000007,0.17828315182575272,153,1
2023-09-27,111797,100644,Nicolas Jarry,Alexander Zverev,Hard,-188.05153549395413,-259.3254403231215,-70,-2670,-0.20000000000000007,-0.20000000000000007,-0.17828315182575272,-153,0
2023-09-27,106421,200005,Daniil Medvedev,Ugo Humbert,Hard,320.76428467045093,323.6956224312171,52,4805,0.30000000000000004,0.30000000000000004,0.2797311695762642,102,1
2023-09-27,200005,106421,Ugo Humbert,Daniil Medvedev,Hard,-320.76428467045093,-323.6956224312171,-52,-4805,-0.30000000000000004,-0.30000000000000004,-0.2797311695762642,-102,0
2023-09-27,206173,106421,Jannik Sinner,Daniil Medvedev,Hard,-99.29731511334626,-102.18559911611646,-74,-5034,-0.09999999999999998,-0.09999999999999998,-0.06538528138528144,-19,1
2023-09-27,106421,206173,Daniil Medvedev,Jannik Sinner,Hard,99.29731511334626,102.18559911611646,74,5034,0.09999999999999998,0.09999999999999998,0.06538528138528144,19,0
2023-09-27,134770,144869,Casper Ruud,Tomas Martin Etcheverry,Hard,121.3069407829073,121.46916477334844,203,733,0.0,0.0,0.24303232998885171,165,1
2023-09-27,144869,134770,Tomas Martin Etcheverry,Casper Ruud,Hard,-121.3069407829073,-121.46916477334844,-203,-733,-0.0,-0.0,-0.24303232998885171,-165,0
2023-09-27,105777,208029,Grigor Dimitrov,Holger Rune,Hard,-25.950220321509505,0.09946198494299097,841,1687,0.0,0.09999999999999998,-0.03414232825997532,27,1
2023-09-27,208029,105777,Holger Rune,Grigor Dimitrov,Hard,25.950220321509505,-0.09946198494299097,-841,-1687,-0.0,-0.09999999999999998,0.03414232825997532,-27,0
2023-09-27,206173,106415,Jannik Sinner,Yoshihito Nishioka,Hard,279.3895008518598,300.9530576963118,-7,-93,0.20000000000000007,0.20000000000000007,0.25059681697612735,102,1
2023-09-27,106415,206173,Yoshihito Nishioka,Jannik Sinner,Hard,-279.3895008518598,-300.9530576963118,7,93,-0.20000000000000007,-0.20000000000000007,-0.25059681697612735,-102,0
2023-09-27,100644,200221,Alexander Zverev,Alejandro Davidovich Fokina,Hard,189.27339121054092,130.4998659451146,78,2718,0.30000000000000004,0.30000000000000004,0.21089285714285722,49,1
2023-09-27,200221,100644,Alejandro Davidovich Fokina,Alexander Zverev,Hard,-189.27339121054092,-130.4998659451146,-78,-2718,-0.30000000000000004,-0.30000000000000004,-0.21089285714285722,-49,0
2023-09-27,111797,208286,Nicolas Jarry,Matteo Arnaldi,Hard,69.39162810254538,-20.158319770151138,198,494,-0.09999999999999998,-0.09999999999999998,0.03316674238982287,40,1
2023-09-27,208286,111797,Matteo Arnaldi,Nicolas Jarry,Hard,-69.39162810254538,20.158319770151138,-198,-494,0.09999999999999998,0.09999999999999998,-0.03316674238982287,-40,0
2023-09-27,207989,207518,Carlos Alcaraz,Lorenzo Musetti,Hard,320.69929037218776,294.94715579330614,-95,-47,0.30000000000000004,0.30000000000000004,0.2465919701213818,19,1
2023-09-27,207518,207989,Lorenzo Musetti,Carlos Alcaraz,Hard,-320.69929037218776,-294.94715579330614,95,47,-0.30000000000000004,-0.30000000000000004,-0.2465919701213818,-19,0
2023-10-02,111153,105870,Christopher Eubanks,Yannick Hanfmann,Hard,16.362299184680296,80.82255414344195,-103,-271,0.2,0.3,-0.03113553113553108,-32,1
2023-10-02,105870,111153,Yannick Hanfmann,Christopher Eubanks,Hard,-16.362299184680296,-80.82255414344195,103,271,-0.2,-0.3,0.03113553113553108,32,0
2023-10-02,134770,106415,Casper Ruud,Yoshihito Nishioka,Hard,111.69005197568913,38.238750728120976,19,185,-0.09999999999999998,-0.09999999999999998,0.2279681663147637,104,1
2023-10-02,106415,134770,Yoshihito Nishioka,Casper Ruud,Hard,-111.69005197568913,-38.238750728120976,-19,-185,0.09999999999999998,0.09999999999999998,-0.2279681663147637,-104,0
2023-10-02,126094,111460,Andrey Rublev,Quentin Halys,Hard,307.16346807535047,291.8402913951254,192,1362,0.09999999999999998,0.3,0.3803339517625232,215,1
2023-10-02,111460,126094,Quentin Halys,Andrey Rublev,Hard,-307.16346807535047,-291.8402913951254,-192,-1362,-0.09999999999999998,-0.3,-0.3803339517625232,-215,0
2023-10-02,105173,202358,Adrian Mannarino,Chun Hsin Tseng,Hard,361.0505614117267,308.6500443273744,236,952,0.8,0.8,0.31098901098901094,162,1
2023-10-02,202358,105173,Chun Hsin Tseng,Adrian Mannarino,Hard,-361.0505614117267,-308.6500443273744,-236,-952,-0.8,-0.8,-0.31098901098901094,-162,0
2023-10-02,209950,200221,Arthur Fils,Alejandro Davidovich Fokina,Hard,-102.63914511226676,-131.1584799954535,-223,-463,-0.09999999999999998,0.0,0.028996865203761768,-147,1
2023-10-02,200221,209950,Alejandro Davidovich Fokina,Arthur Fils,Hard,102.63914511226676,131.1584799954535,223,463,0.09999999999999998,-0.0,-0.028996865203761768,147,0
2023-10-02,126205,124116,Tommy Paul,Sebastian Ofner,Hard,137.92544293682272,205.01778100042497,69,259,0.09999999999999998,0.0,0.12172413793103443,171,1
2023-10-02,124116,126205,Sebastian Ofner,Tommy Paul,Hard,-137.92544293682272,-205.01778100042497,-69,-259,-0.09999999999999998,-0.0,-0.12172413793103443,-171,0
2023-10-02,200670,111815,J J Wolf,Cameron Norrie,Hard,-49.88878893533274,-47.72162516236517,-91,-592,0.10000000000000003,0.10000000000000003,-0.13403474162967827,-152,1
2023-10-02,111815,200670,Cameron Norrie,J J Wolf,Hard,49.88878893533274,47.72162516236517,91,592,-0.10000000000000003,-0.10000000000000003,0.13403474162967827,152,0
2023-10-02,126774,208014,Stefanos Tsitsipas,Rinky Hijikata,Hard,180.5369656784717,212.31103574743793,369,5187,0.0,0.0,0.23656802777318564,240,1
2023-10-02,208014,126774,Rinky Hijikata,Stefanos Tsitsipas,Hard,-180.5369656784717,-212.31103574743793,-369,-5187,-0.0,-0.0,-0.23656802777318564,-240,0
2023-10-02,200005,122298,Ugo Humbert,Botic Van De Zandschulp,Hard,98.46954321934732,66.06031628822507,102,477,0.09999999999999998,0.0,-0.0461538461538461,18,1
2023-10-02,122298,200005,Botic Van De Zandschulp,Ugo Humbert,Hard,-98.46954321934732,-66.06031628822507,-102,-477,-0.09999999999999998,-0.0,0.0461538461538461,-18,0
2023-10-02,126203,133297,Taylor Fritz,Yosuke Watanuki,Hard,257.1482288476541,327.6117380903461,240,1096,0.30000000000000004,0.4,0.1686486486486487,197,1
2023-10-02,133297,126203,Yosuke Watanuki,Taylor Fritz,Hard,-257.1482288476541,-327.6117380903461,-240,-1096,-0.30000000000000004,-0.4,-0.1686486486486487,-197,0
2023-10-02,106043,208103,Diego Schwartzman,Jiri Lehecka,Hard,-220.71163896934036,-180.08236066344512,125,1641,-0.5,-0.6000000000000001,0.008014354066985696,102,1
2023-10-02,208103,106043,Jiri Lehecka,Diego Schwartzman,Hard,220.71163896934036,180.08236066344512,-125,-1641,0.5,0.6000000000000001,-0.008014354066985696,-102,0
2023-10-02,111797,209279,Nicolas Jarry,Terence Atmane,Hard,205.38741411359206,65.50178031727569,72,258,0.6,0.6,0.5555555555555556,71,1
2023-10-02,209279,111797,Terence Atmane,Nicolas Jarry,Hard,-205.38741411359206,-65.50178031727569,-72,-258,-0.6,-0.6,-0.5555555555555556,-71,0
2023-10-02,105583,134868,Dusan Lajovic,Tallon Griekspoor,Hard,-82.85882394858913,-119.61880189962949,141,963,0.0,0.09999999999999998,-0.06874617737003058,41,1
2023-10-02,134868,105583,Tallon Griekspoor,Dusan Lajovic,Hard,82.85882394858913,119.61880189962949,-141,-963,-0.0,-0.09999999999999998,0.06874617737003058,-41,0
2023-10-02,132283,126207,Lorenzo Sonego,Frances Tiafoe,Hard,-101.3587951354059,-92.67590252499258,-4,-60,0.0,0.0,-0.09959087918061393,-8,1
2023-10-02,126207,132283,Frances Tiafoe,Lorenzo Sonego,Hard,101.3587951354059,92.67590252499258,4,60,-0.0,-0.0,0.09959087918061393,8,0
2023-10-02,208286,105526,Matteo Arnaldi,Jan Lennard Struff,Hard,-49.96251408663761,15.239916200098605,-240,-1064,0.0,0.09999999999999998,0.010948905109489038,-105,1
2023-10-02,105526,208286,Jan Lennard Struff,Matteo Arnaldi,Hard,49.96251408663761,-15.239916200098605,240,1064,-0.0,-0.09999999999999998,-0.010948905109489038,105,0
2023-10-02,206681,200282,Fabian Marozsan,Alex De Minaur,Hard,-252.87796895883184,-296.8388778707056,-341,-1653,-0.09999999999999998,-0.35,-0.1522506619593998,-195,1
2023-10-02,200282,206681,Alex De Minaur,Fabian Marozsan,Hard,252.87796895883184,296.8388778707056,341,1653,0.09999999999999998,0.35,0.1522506619593998,195,0
2023-10-02,144719,144751,Jaume Munar,Rigele Te,Hard,0.02043537670283513,-106.85152165540444,449,554,-0.5,-0.3,-0.5862068965517242,114,1
2023-10-02,144751,144719,Rigele Te,Jaume Munar,Hard,-0.02043537670283513,106.85152165540444,-449,-554,0.5,0.3,0.5862068965517242,-114,0
2023-10-02,200318,207518,Yu Hsiou Hsu,Lorenzo Musetti,Hard,-176.15745408772796,-87.52215160712558,102,136,-0.16666666666666669,-0.16666666666666669,-0.21052631578947373,-168,1
2023-10-02,207518,200318,Lorenzo Musetti,Yu Hsiou Hsu,Hard,176.15745408772796,87.52215160712558,-102,-136,0.16666666666666669,0.16666666666666669,0.21052631578947373,168,0
2023-10-02,111575,202320,Karen Khachanov,Beibit Zhukayev,Hard,289.27997284810704,253.80664287008176,310,1693,0.7,0.7,0.6071428571428571,194,1
2023-10-02,202320,111575,Beibit Zhukayev,Karen Khachanov,Hard,-289.27997284810704,-253.80664287008176,-310,-1693,-0.7,-0.7,-0.6071428571428571,-194,0
2023-10-02,126846,106148,Aleksandar Vukic,Roberto Carballes Baena,Hard,-23.712162737597737,73.6730856844406,-110,-377,0.0,0.0,0.005148005148005119,-69,1
2023-10-02,106148,126846,Roberto Carballes Baena,Aleksandar Vukic,Hard,23.712162737597737,-73.6730856844406,110,377,-0.0,-0.0,-0.005148005148005119,69,0
2023-10-02,105062,124186,Mikhail Kukushkin,Alexandre Muller,Hard,-156.56715756233802,-112.89798200752512,143,511,-0.1,-0.30000000000000004,-0.1557971014492754,22,1
2023-10-02,124186,105062,Alexandre Muller,Mikhail Kukushkin,Hard,156.56715756233802,112.89798200752512,-143,-511,0.1,0.30000000000000004,0.1557971014492754,-22,0
2023-10-02,106296,132686,Gregoire Barrere,Nuno Borges,Hard,31.05764267651898,-42.72943050448271,248,486,0.0,-0.10000000000000003,0.018447018447018404,26,1
2023-10-02,132686,106296,Nuno Borges,Gregoire Barrere,Hard,-31.05764267651898,42.72943050448271,-248,-486,-0.0,0.10000000000000003,-0.018447018447018404,-26,0
2023-10-02,106421,106426,Daniil Medvedev,Cristian Garin,Hard,369.8161720821781,470.1615174872086,28,4414,0.5,0.4,0.25347923374993175,105,1
2023-10-02,106426,106421,Cristian Garin,Daniil Medvedev,Hard,-369.8161720821781,-470.1615174872086,-28,-4414,-0.5,-0.4,-0.25347923374993175,-105,0
2023-10-02,200624,207352,Sebastian Korda,Bu Yunchaokete,Hard,220.53279516738394,207.07533354116822,115,85,0.7,0.19999999999999996,0.6122448979591837,146,1
2023-10-02,207352,200624,Bu Yunchaokete,Sebastian Korda,Hard,-220.53279516738394,-207.07533354116822,-115,-85,-0.7,-0.19999999999999996,-0.6122448979591837,-146,0
2023-10-02,128034,106423,Hubert Hurkacz,Thanasi Kokkinakis,Hard,161.70913450153057,187.27162538117614,229,989,0.29999999999999993,0.29999999999999993,0.13617626154939583,131,1
2023-10-02,106423,128034,Thanasi Kokkinakis,Hubert Hurkacz,Hard,-161.70913450153057,-187.27162538117614,-229,-989,-0.29999999999999993,-0.29999999999999993,-0.13617626154939583,-131,0
2023-10-02,202103,111456,Francisco Cerundolo,Mackenzie Mcdonald,Hard,43.464133985286935,-76.7524969668973,-110,-222,0.0,0.09999999999999998,0.0454595487066593,-43,1
2023-10-02,111456,202103,Mackenzie Mcdonald,Francisco Cerundolo,Hard,-43.464133985286935,76.7524969668973,110,222,-0.0,-0.09999999999999998,-0.0454595487066593,43,0
2023-10-02,126128,100644,Roman Safiullin,Alexander Zverev,Hard,-273.1692261033918,-279.4635653210464,-192,-3047,-0.30000000000000004,-0.4,-0.23777777777777775,-171,1
2023-10-02,100644,126128,Alexander Zverev,Roman Safiullin,Hard,273.1692261033918,279.4635653210464,192,3047,0.30000000000000004,0.4,0.23777777777777775,171,0
2023-10-02,210097,144719,Ben Shelton,Jaume Munar,Hard,45.87288552769155,184.98861809045388,-193,-437,0.09999999999999998,0.39999999999999997,0.035742035742035716,-73,1
2023-10-02,144719,210097,Jaume Munar,Ben Shelton,Hard,-45.87288552769155,-184.98861809045388,193,437,-0.09999999999999998,-0.39999999999999997,-0.035742035742035716,73,0
2023-10-02,202104,208013,Sebastian Baez,Dane Sweeny,Hard,175.46834813068995,24.559318492040575,540,207,0.46666666666666673,0.36666666666666664,0.17994100294985255,110,1
2023-10-02,208013,202104,Dane Sweeny,Sebastian Baez,Hard,-175.46834813068995,-24.559318492040575,-540,-207,-0.46666666666666673,-0.36666666666666664,-0.17994100294985255,-110,0
2023-10-02,206173,106218,Jannik Sinner,Marcos Giron,Hard,356.0935487616541,352.0710020394856,28,150,0.4,0.4,0.25745388397805763,82,1
2023-10-02,106218,206173,Marcos Giron,Jannik Sinner,Hard,-356.0935487616541,-352.0710020394856,-28,-150,-0.4,-0.4,-0.25745388397805763,-82,0
2023-10-02,206909,208029,Brandon Nakashima,Holger Rune,Hard,-235.6364222624495,-116.51451716957831,567,124,-0.10000000000000003,-0.10000000000000003,-0.07707194899817849,-22,1
2023-10-02,208029,206909,Holger Rune,Brandon Nakashima,Hard,235.6364222624495,116.51451716957831,-567,-124,0.10000000000000003,0.10000000000000003,0.07707194899817849,22,0
2023-10-02,111190,144869,Zhizhen Zhang,Tomas Martin Etcheverry,Hard,-9.83031707987925,2.920080481500463,81,196,0.0,-0.09999999999999998,0.04494773519163764,-29,1
2023-10-02,144869,111190,Tomas Martin Etcheverry,Zhizhen Zhang,Hard,9.83031707987925,-2.920080481500463,-81,-196,-0.0,0.09999999999999998,-0.04494773519163764,29,0
2023-10-02,105916,200000,Marton Fucsovics,Felix Auger Aliassime,Hard,16.586652121923635,-123.38052597015007,-49,-846,0.3,0.2,-0.10470674756389042,-75,1
2023-10-02,200000,105916,Felix Auger Aliassime,Marton Fucsovics,Hard,-16.586652121923635,123.38052597015007,49,846,-0.3,-0.2,0.10470674756389042,75,0
2023-10-02,105777,126846,Grigor Dimitrov,Aleksandar Vukic,Hard,232.758774477403,153.60415621389598,173,1415,0.19999999999999996,0.19999999999999996,0.14878280973752211,128,1
2023-10-02,126846,105777,Aleksandar Vukic,Grigor Dimitrov,Hard,-232.758774477403,-153.60415621389598,-173,-1415,-0.19999999999999996,-0.19999999999999996,-0.14878280973752211,-128,0
2023-10-02,210097,206173,Ben Shelton,Jannik Sinner,Hard,-299.6493677552869,-298.8910722866226,-202,-500,-0.09999999999999998,-0.09999999999999998,-0.25555555555555554,-189,1
2023-10-02,206173,210097,Jannik Sinner,Ben Shelton,Hard,299.6493677552869,298.8910722866226,202,500,0.09999999999999998,0.09999999999999998,0.25555555555555554,189,0
2023-10-02,207989,106296,Carlos Alcaraz,Gregoire Barrere,Hard,488.4785470056322,425.8009403096303,-323,-554,0.5,0.4,0.3884868421052632,126,1
2023-10-02,106296,207989,Gregoire Barrere,Carlos Alcaraz,Hard,-488.4785470056322,-425.8009403096303,323,554,-0.5,-0.4,-0.3884868421052632,-126,0
2023-10-02,128034,126094,Hubert Hurkacz,Andrey Rublev,Hard,-56.51806344036686,-6.725560167111098,-14,-386,0.20000000000000007,0.20000000000000007,-0.10453951055482902,-63,1
2023-10-02,126094,128034,Andrey Rublev,Hubert Hurkacz,Hard,56.51806344036686,6.725560167111098,14,386,-0.20000000000000007,-0.20000000000000007,0.10453951055482902,63,0
2023-10-02,126094,105777,Andrey Rublev,Grigor Dimitrov,Hard,8.387736408859382,34.520585661675796,-3,-118,-0.09999999999999998,-0.09999999999999998,0.13254065396048254,94,1
2023-10-02,105777,126094,Grigor Dimitrov,Andrey Rublev,Hard,-8.387736408859382,-34.520585661675796,3,118,0.09999999999999998,0.09999999999999998,-0.13254065396048254,-94,0
2023-10-02,128034,200624,Hubert Hurkacz,Sebastian Korda,Hard,55.192722878891345,48.74002706759666,188,978,0.10000000000000009,0.10000000000000009,0.01075089868193313,55,1
2023-10-02,200624,128034,Sebastian Korda,Hubert Hurkacz,Hard,-55.192722878891345,-48.74002706759666,-188,-978,-0.10000000000000009,-0.10000000000000009,-0.01075089868193313,-55,0
2023-10-02,105777,111797,Grigor Dimitrov,Nicolas Jarry,Hard,59.97036418819221,124.25996988164707,57,1027,0.0,0.0,0.02795154010610501,100,1
2023-10-02,111797,105777,Nicolas Jarry,Grigor Dimitrov,Hard,-59.97036418819221,-124.25996988164707,-57,-1027,-0.0,-0.0,-0.02795154010610501,-100,0
2023-10-02,126094,200005,Andrey Rublev,Ugo Humbert,Hard,143.910522266116,92.00775414733289,34,684,0.09999999999999998,0.09999999999999998,0.22323605560163884,118,1
2023-10-02,200005,126094,Ugo Humbert,Andrey Rublev,Hard,-143.910522266116,-92.00775414733289,-34,-684,-0.09999999999999998,-0.09999999999999998,-0.22323605560163884,-118,0
2023-10-02,128034,206681,Hubert Hurkacz,Fabian Marozsan,Hard,234.6509341691683,270.29944191482696,322,1076,0.20000000000000007,0.4,0.12745098039215685,192,1
2023-10-02,206681,128034,Fabian Marozsan,Hubert Hurkacz,Hard,-234.6509341691683,-270.29944191482696,-322,-1076,-0.20000000000000007,-0.4,-0.12745098039215685,-192,0
2023-10-02,200624,210097,Sebastian Korda,Ben Shelton,Hard,64.70823583518609,66.50319647908577,56,49,-0.10000000000000009,-0.10000000000000009,0.13247738546833965,103,1
2023-10-02,210097,200624,Ben Shelton,Sebastian Korda,Hard,-64.70823583518609,-66.50319647908577,-56,-49,0.10000000000000009,0.10000000000000009,-0.13247738546833965,-103,0
2023-10-02,105777,207989,Grigor Dimitrov,Carlos Alcaraz,Hard,-238.24460366112635,-197.3157621667151,386,1620,-0.10000000000000009,-0.10000000000000009,-0.20385749533610154,-17,1
2023-10-02,207989,105777,Carlos Alcaraz,Grigor Dimitrov,Hard,238.24460366112635,197.3157621667151,-386,-1620,0.10000000000000009,0.10000000000000009,0.20385749533610154,17,0
2023-10-02,111797,106043,Nicolas Jarry,Diego Schwartzman,Hard,193.6796621297717,50.48053098967648,-64,-1450,0.3,0.3,0.009551436253006917,-117,1
2023-10-02,106043,111797,Diego Schwartzman,Nicolas Jarry,Hard,-193.6796621297717,-50.48053098967648,64,1450,-0.3,-0.3,-0.009551436253006917,117,0
2023-10-02,200005,200670,Ugo Humbert,J J Wolf,Hard,78.18643268569326,83.05074257994897,86,517,0.19999999999999996,0.19999999999999996,0.0,70,1
2023-10-02,200670,200005,J J Wolf,Ugo Humbert,Hard,-78.18643268569326,-83.05074257994897,-86,-517,-0.19999999999999996,-0.19999999999999996,-0.0,-70,0
2023-10-02,126094,126205,Andrey Rublev,Tommy Paul,Hard,116.24394154067522,29.806898262057075,67,984,0.09999999999999998,0.09999999999999998,0.1554726368159205,67,1
2023-10-02,126205,126094,Tommy Paul,Andrey Rublev,Hard,-116.24394154067522,-29.806898262057075,-67,-984,-0.09999999999999998,-0.09999999999999998,-0.1554726368159205,-67,0
2023-10-02,206681,134770,Fabian Marozsan,Casper Ruud,Hard,-195.8641202044671,-143.02830218381087,-306,-827,-0.09999999999999998,-0.26666666666666666,-0.2333767926988266,-223,1
2023-10-02,134770,206681,Casper Ruud,Fabian Marozsan,Hard,195.8641202044671,143.02830218381087,306,827,0.09999999999999998,0.26666666666666666,0.2333767926988266,223,0
2023-10-02,128034,111190,Hubert Hurkacz,Zhizhen Zhang,Hard,198.92601245708283,276.59813962366957,138,786,0.20000000000000007,0.30000000000000004,0.12926829268292683,163,1
2023-10-02,111190,128034,Zhizhen Zhang,Hubert Hurkacz,Hard,-198.92601245708283,-276.59813962366957,-138,-786,-0.20000000000000007,-0.30000000000000004,-0.12926829268292683,-163,0
2023-10-02,202320,109303,Beibit Zhukayev,Stefano Napolitano,Hard,-16.598796596830425,-28.550065890857695,228,85,0.0,-0.5,0.0,2,1
2023-10-02,109303,202320,Stefano Napolitano,Beibit Zhukayev,Hard,16.598796596830425,28.550065890857695,-228,-85,-0.0,0.5,-0.0,-2,0
2023-10-02,200624,202103,Sebastian Korda,Francisco Cerundolo,Hard,24.800016550584587,125.48968984668795,14,23,0.19999999999999996,0.09999999999999998,0.07022988505747119,34,1
