candidate_id,tour,date,date_key,month,side,player_name,opponent_name,surface,tourney_name,tourney_id,round,raw_prob,artifact_prob,market_prob,odds,actual_result,source_bookmaker,odds_source_confidence,bp_convert_rate_diff,bp_convert_rate_surface_diff,bp_save_rate_diff,bp_save_rate_surface_diff,deciding_set_win_rate_diff,elo_diff,h2h_surface_win_rate_diff,h2h_win_rate_diff,matches_played_diff,points_diff,rank_diff,rank_momentum_diff,recent_form_diff,recent_surface_form_diff,return_rating_diff,return_rating_surface_diff,serve_rating_diff,serve_rating_surface_diff,surface_elo_diff,win_pct_diff,raw_edge,artifact_edge,log_odds,is_near_dog,wf_period,target
atp:2026-01-04:16:A,atp,2026-01-04,2026-01-04,2026-01,A,Tomas Machac,Jiri Lehecka,Hard,,,,0.4189502,0.4189502,0.3581395348837209,2.792207792207792,0.0,,,0.1797635653536798,0.2038099800843499,0.1127790055781471,0.1292883589831267,-0.0507859386541184,-53.782927615195376,-0.0,-0.0,-70.0,-870.0,-14.0,-0.2261343349718795,-0.1065829438038544,-0.1065829438038544,0.0175160007209057,0.0166600037619748,-0.0321046259824633,-0.0283898641562219,7.164469967919331,0.0045615293936753,0.06081066511627908,0.06081066511627908,1.026832606273979,True,train,0
atp:2026-01-04:17:A,atp,2026-01-04,2026-01-04,2026-01,A,Valentin Vacherot,Sebastian Korda,Hard,,,,0.50630265,0.50630265,0.3627906976744186,2.7564102564102564,0.0,,,0.088379327968904,0.097247833346266,-0.019924909616414,0.0043451023362388,0.0693420826906866,-33.943164394458336,-0.0,-0.0,-216.0,393.0,17.0,4.423627049861956,0.1770232680190354,0.1770232680190354,-0.0261234762087182,-0.0316001921260417,-0.0014893380017958,0.0034424802851314,-14.070715884947504,-0.0512820512820512,0.14351195232558134,0.14351195232558134,1.013929201438071,True,train,0
atp:2026-01-05:19:A,atp,2026-01-05,2026-01-05,2026-01,A,Alexandre Muller,Miomir Kecmanovic,Hard,,,,0.5231223,0.5231223,0.4364089775561097,2.291428571428572,1.0,,,-0.0041047124290131,-0.0011315244390797,0.0964065292081201,0.0940593163283204,0.2323780008294309,28.43509255957497,0.2727272727272727,0.2727272727272727,-164.0,190.0,8.0,0.082102880585666,-0.0195471899697128,-0.0195471899697128,-0.0384053162300318,-0.03904528664011,0.0081364226576268,0.0088456347294971,-4.990410227213033,-0.0434178972611384,0.08671332244389035,0.08671332244389035,0.8291754533830553,True,train,1
atp:2026-01-05:21:A,atp,2026-01-05,2026-01-05,2026-01,A,Botic Van De Zandschulp,Alexander Bublik,Hard,,,,0.27528667,0.27528667,0.3517241379310345,2.8431372549019605,0.0,,,0.0020641443469386,-0.0033569776230787,-0.2539913224652104,-0.2663726487696997,-0.1339127216085422,-240.13264639925796,-0.0,-0.0,-93.0,-2099.0,-66.0,-0.1446127402009755,-0.2858041396366822,-0.2858041396366822,0.0116679967821532,0.0139959086749829,-0.0223954981523136,-0.023884114580125,-121.46613915729108,-0.0491987179487179,-0.07643746793103451,-0.07643746793103451,1.0449081096962485,True,train,0
atp:2026-01-05:24:B,atp,2026-01-05,2026-01-05,2026-01,B,Coleman Wong,Gabriel Diallo,Hard,,,,0.28570910000000005,0.28570910000000005,0.3439635535307516,2.9072847682119214,1.0,,,-0.1033543419178106,-0.0733183748122747,0.0395048923044831,0.0585372009751321,-0.0992310235242167,-166.45960060141738,0.0,0.0,-50.0,-822.0,-109.0,0.1847112350993892,0.0779480684596037,0.0945631799338596,-0.0034511000885012,-0.0011262581923444,-0.0269071194705878,-0.0246113502692716,-52.78081612652909,-0.1875,-0.05825445353075154,-0.05825445353075154,1.0672195762602472,True,train,1
atp:2026-01-05:22:A,atp,2026-01-05,2026-01-05,2026-01,A,Damir Dzumhur,Nuno Borges,Hard,,,,0.35428625,0.35428625,0.3439635535307517,2.9072847682119205,0.0,,,0.1266118548145319,0.1347518837936229,-0.09215533819321,-0.1137666426618504,-0.2249398644452034,-132.76787444691604,-0.0,-0.0,-67.0,-283.0,-19.0,-0.0356731875719217,-0.2695221558968706,-0.2695221558968706,0.0351190229081249,0.0312426734544726,-0.0267234950490287,-0.027480156988965,-214.94392007923784,-0.1184935701163502,0.010322696469248327,0.010322696469248327,1.067219576260247,True,train,0
atp:2026-01-05:23:A,atp,2026-01-05,2026-01-05,2026-01,A,Francisco Comesana,Juncheng Shang,Hard,,,,0.51454747,0.51454747,0.3579676674364896,2.793548387096774,0.0,,,0.050872712744536,0.04714693527746,0.1773587164978636,0.1586843091438129,-0.0384831115191797,-31.875493518851044,-0.0,-0.0,-18.0,614.0,186.0,0.112471198156682,-0.14715848393608,-0.14715848393608,0.0033074686733698,0.0004616343026933,-0.0458853437310433,-0.0502287667209303,-61.77744622965383,-0.0758738277919863,0.1565798025635104,0.1565798025635104,1.0273126110832431,True,train,0
atp:2026-01-05:30:B,atp,2026-01-05,2026-01-05,2026-01,B,Laslo Djere,Marcos Giron,Hard,,,,0.48444354999999995,0.48444354999999995,0.4257425742574257,2.3488372093023258,0.0,,,-0.0511151303910537,-0.0033598762949171,-0.1483949171146235,-0.0553054124405352,0.1189129300913691,-21.36941272320996,-0.0,-0.0,-45.0,-193.0,-33.0,-0.0047430047430047,-0.3763535542197595,-0.1052845318837097,-0.0125093574428668,-0.0046959510005675,-0.0043271881683856,0.0065496187532044,-11.278833947654448,0.0281456356222711,0.05870097574257427,0.05870097574257427,0.8539204011476971,True,train,0
atp:2026-01-05:27:A,atp,2026-01-05,2026-01-05,2026-01,A,Lorenzo Sonego,Juncheng Shang,Hard,,,,0.62098473,0.62098473,0.425061425061425,2.3526011560693645,0.0,,,-0.108742948452726,-0.108742948452726,0.3159929767010704,0.3159929767010704,0.0252376616903734,20.70520390417232,-0.0,-0.0,217.0,1040.0,213.0,0.291873869801085,0.1138659207171703,0.1138659207171703,-0.0134995949073341,-0.0134995949073341,0.0075891051067339,0.0075891051067339,20.272713893337368,-0.0317219012871187,0.19592330493857496,0.19592330493857496,0.8555215909448162,True,train,0
atp:2026-01-05:33:A,atp,2026-01-05,2026-01-05,2026-01,A,Michael Mmoh,Alejandro Tabilo,Hard,,,,0.33867887,0.33867887,0.4009661835748792,2.493975903614458,1.0,,,0.1316085100903769,0.1533487702363609,-0.1784908795952174,-0.1341815876873189,0.0912947495504336,-21.019133686908617,0.0,0.0,-78.0,-533.0,-205.0,0.2395861240035044,0.0684635019386403,0.0988804704855943,0.0535667248066152,0.0370424354635687,-0.0501833396693912,-0.044301307111726,25.67333131024384,-0.0062670737586373,-0.062287313574879155,-0.062287313574879155,0.9138781854687713,True,train,1
atp:2026-01-05:28:B,atp,2026-01-05,2026-01-05,2026-01,B,Rei Sakamoto,Lorenzo Sonego,Hard,,,,0.25568336,0.25568336,0.3486238532110092,2.8684210526315788,0.0,,,-0.0187659390997709,-0.0187659390997709,0.010504695283996,0.010504695283996,0.0403495478261947,-127.04700775245806,-0.0,-0.0,-284.0,-937.0,-144.0,-0.1480077707298775,-0.6272253011511779,-0.6272253011511779,-0.050045715203433,-0.050045715203433,-0.0365360192453204,-0.0365360192453204,-114.66636418504118,-0.4755244755244755,-0.09294049321100917,-0.09294049321100917,1.0537617225027578,True,train,0
atp:2026-01-05:20:B,atp,2026-01-05,2026-01-05,2026-01,B,Yibing Wu,Andrey Rublev,Hard,,,,0.29544543999999995,0.29544543999999995,0.3378076062639822,2.9602649006622506,0.0,,,0.0946580823170696,0.1017588343901058,0.031820351106229,0.0202838945473045,0.2932849137658335,-22.602342869584614,-0.0,-0.0,-352.0,-2188.0,-165.0,0.0195236235845372,0.2668160531300919,0.2668160531300919,-0.0062364419356902,-0.0055053445090985,0.0041276049679409,0.0043184259344349,25.297976157213498,-0.1538554508097654,-0.04236216626398226,-0.04236216626398226,1.0852787577986442,True,train,0
atp:2026-01-05:34:A,atp,2026-01-05,2026-01-05,2026-01,A,Yibing Wu,Fabian Marozsan,Hard,,,,0.36320215,0.36320215,0.4285714285714286,2.333333333333333,1.0,,,0.1967746639489722,0.2037662377664082,0.0935022342759442,0.0791639657288721,0.1366650637131577,-6.807260540922698,0.0,0.0,-72.0,-678.0,-127.0,0.0384245917387127,0.1993775494792641,0.1993775494792641,-0.0107081613756041,-0.0104568264984745,-0.0365796756640889,-0.0372396918327618,30.125907037983097,0.0150375939849624,-0.0653692785714286,-0.0653692785714286,0.8472978603872034,True,train,1
atp:2026-01-12:35:A,atp,2026-01-12,2026-01-12,2026-01,A,Adrian Mannarino,Eliot Spizzirri,Hard,,,,0.5709648,0.5709648,0.3857142857142857,2.592592592592593,0.0,,,-0.1937921820312323,-0.1868346573261505,0.0704408535105844,0.0745091308149258,-0.2874232143348473,51.31972305215186,-0.0,-0.0,240.0,145.0,20.0,-0.1961699416797773,-0.2061408649248883,-0.2061408649248883,-0.0021515273078354,-0.0054736468860706,-0.019153126546014,-0.026235388739966,17.499511560015208,-0.0030404378230465,0.18525051428571437,0.18525051428571437,0.9526583760450301,True,train,0
atp:2026-01-12:40:A,atp,2026-01-12,2026-01-12,2026-01,A,Aleksandar Kovacevic,Hamad Medjedovic,Hard,,,,0.37741765,0.37741765,0.3548387096774193,2.8181818181818183,0.0,,,-0.1731900430365784,-0.1685273526869729,-0.0665755732889471,-0.0545096891210606,0.0198202980651096,-139.49475422823298,-0.0,-1.0,23.0,159.0,21.0,0.1792237442922374,0.1296935917883418,0.1296935917883418,-0.0191815592777215,-0.0194024682912974,-0.0047971155026531,-0.008407443344454,-122.63909447399352,-0.1593031609195402,0.022578940322580676,0.022578940322580676,1.0360919316867758,True,train,0
atp:2026-01-12:60:B,atp,2026-01-12,2026-01-12,2026-01,B,Alexander Shevchenko,Marton Fucsovics,Hard,,,,0.38633704,0.38633704,0.3776722090261282,2.6477987421383653,1.0,,,-0.1748870058600821,-0.1461346145085408,-0.0357104729646086,-0.0718718633938599,0.0426641976516507,-115.11500068442842,0.0,0.0,-87.0,-304.0,-42.0,0.0153121805186886,0.0860654286902394,-0.024701981138133,-0.0500131551138746,-0.0709386732471684,0.019523298795155,0.0176464312938656,-44.377515428888955,-0.0790114210821943,0.008664830973871829,0.008664830973871829,0.97372863146215,True,train,1
atp:2026-01-12:41:B,atp,2026-01-12,2026-01-12,2026-01,B,Andrea Vavassori,Aleksandar Vukic,Hard,,,,0.39258689999999996,0.39258689999999996,0.40096618357487923,2.4939759036144578,0.0,,,0.029462350098488,0.1798983899629995,0.0180330447245777,-0.0616599514890942,0.0043290964731345,-4.762623419668444,-0.0,-0.0,-115.0,-561.0,-252.0,-0.0758725341426403,-0.078743346384964,0.0047744001554355,0.0181806734205676,0.0111500920856014,0.0020410996880385,0.0170742013428302,7.81329527228354,-0.0074074074074073,-0.00837928357487927,-0.00837928357487927,0.9138781854687711,True,train,0
atp:2026-01-12:45:A,atp,2026-01-12,2026-01-12,2026-01,A,Damir Dzumhur,Alexander Shevchenko,Hard,,,,0.45498922,0.45498922,0.4285714285714286,2.333333333333333,0.0,,,0.1354875244806643,0.116078563473374,-0.0076704459151767,0.0191506093056225,-0.2719830645432425,-57.821360889339985,-0.0,-0.0,-37.0,185.0,31.0,-0.0369532428355957,-0.2525226480769977,-0.1417552382486253,0.0278105097861114,0.0415074560131199,-0.0049157891941375,-0.0055336875207,-146.1984468332771,-0.0978593272171254,0.026417791428571424,0.026417791428571424,0.8472978603872034,True,train,0
atp:2026-01-12:47:B,atp,2026-01-12,2026-01-12,2026-01,B,Eliot Spizzirri,Fabian Marozsan,Hard,,,,0.39944690000000005,0.39944690000000005,0.44638403990024933,2.240223463687151,0.0,,,0.2153416371655147,0.2182381839192069,0.0117606788234253,0.0013083718762757,0.0916120064379077,-91.2435754624571,-0.0,-0.0,-102.0,-328.0,-35.0,0.1482130895622365,0.1232698952599692,0.1232698952599692,0.0088409867986292,0.0095229142495054,0.0103445999488708,0.014632121309017,-85.48754884383266,-0.0428093645484949,-0.04693713990024928,-0.04693713990024928,0.8065756214658143,True,train,0
atp:2026-01-12:44:B,atp,2026-01-12,2026-01-12,2026-01,B,Fabian Marozsan,Casper Ruud,Hard,,,,0.28127824999999995,0.28127824999999995,0.34090909090909105,2.9333333333333322,1.0,,,-0.1706400210988899,-0.1717568918438133,0.0077528846677562,0.0081183044207089,0.0518212606572948,-164.5173962476615,0.0,0.0,-234.0,-1825.0,-42.0,0.0407408555967314,-0.2598469744054144,-0.2598469744054144,-0.0277948543482379,-0.027587141958169,-0.0192160151369775,-0.0184570869261887,-119.86018684185728,-0.1776005979818113,-0.0596308409090911,-0.0596308409090911,1.0761394328160507,True,train,1
atp:2026-01-12:53:B,atp,2026-01-12,2026-01-12,2026-01,B,Francisco Cerundolo,Jaume Munar,Hard,,,,0.5054053000000001,0.5054053000000001,0.4356435643564357,2.295454545454545,0.0,,,-0.0116607924208695,-0.008878990958247,-0.0385114854466663,-0.037984201897101,0.0594687733481209,49.29823929260192,-0.0,0.5384615384615385,25.0,650.0,12.0,-0.1703713043829952,0.1675661464531545,0.1675661464531545,0.0318361681046668,0.0312227861138877,-0.0490362439146074,-0.0431219956561039,80.99182274209466,0.1193809401489854,0.06976173564356436,0.06976173564356436,0.8309308829229981,True,train,0
atp:2026-01-12:49:A,atp,2026-01-12,2026-01-12,2026-01,A,Francisco Comesana,Valentin Royer,Hard,,,,0.43786934,0.43786934,0.4472361809045225,2.235955056179776,1.0,,,0.0248715003382607,0.0228293398011209,-0.1107518152471044,-0.123949752476815,-0.0075673500394068,11.922745975085943,0.0,0.0,31.0,-95.0,-10.0,-0.1211071535741777,0.0752369995280987,0.0752369995280987,0.0430072871841442,0.0407341574614983,-0.0273070057613706,-0.0305610397231608,-33.79039712069334,-0.0054945054945054,-0.0093668409045225,-0.0093668409045225,0.804668454992353,True,train,1
atp:2026-01-12:50:A,atp,2026-01-12,2026-01-12,2026-01,A,Gael Monfils,Fabian Marozsan,Hard,,,,0.55065227,0.55065227,0.3961352657004831,2.524390243902439,0.0,,,0.1362466921142693,0.1355445953599376,-0.0094573301293411,-0.0123104475619489,-0.1094067575653594,14.216114100111326,-0.0,0.4545454545454546,62.0,-175.0,-14.0,0.0038979841853213,-0.2528477636640528,-0.0562773056753044,0.0004246546925902,0.0016859236921419,-0.0602512530360352,-0.0331578974286669,92.82868689437328,0.0945222304102186,0.15451700429951698,0.15451700429951698,0.925999546001116,True,train,0
atp:2026-01-12:51:A,atp,2026-01-12,2026-01-12,2026-01,A,Hamad Medjedovic,Jakub Mensik,Hard,,,,0.36868867,0.36868867,0.4180929095354523,2.391812865497076,0.0,,,0.1097817261460604,0.1033466195147115,-0.0073674372847142,-0.0135684177649673,0.0206238575283817,-95.74600618118552,-0.0,-0.0,-28.0,-1432.0,-62.0,-0.1284735236391041,-0.2792123346256232,-0.2792123346256232,-0.0485858776568188,-0.0458888135860138,0.0351588017517767,0.034713417729134,-99.10328405859627,-0.093070652173913,-0.04940423953545231,-0.04940423953545231,0.8720515995401419,True,train,0
atp:2026-01-12:43:B,atp,2026-01-12,2026-01-12,2026-01,B,Hugo Gaston,Cameron Norrie,Hard,,,,0.21499100000000004,0.21499100000000004,0.37411764705882355,2.672955974842767,0.0,,,0.1062607292669478,0.1717946560908846,0.0239812623046541,-0.0057805230301932,-0.1980240252344358,-251.63380865454587,-0.0,-0.0,-205.0,-910.0,-69.0,0.0898499060969039,-0.3549408077116295,-0.3473068375748092,0.0109330964393487,0.0083559030097823,-0.0764713529084302,-0.0678636804216719,-182.92681838801764,-0.2127811692240004,-0.1591266470588235,-0.1591266470588235,0.9831849667041852,True,train,0
atp:2026-01-12:64:B,atp,2026-01-12,2026-01-12,2026-01,B,Jacob Fearnley,Quentin Halys,Hard,,,,0.5666169999999999,0.5666169999999999,0.4222222222222223,2.3684210526315788,0.0,,,0.1308243405114089,0.0982364338869085,0.0710540918100779,0.051619234604424,0.1714837971484327,46.277480959540526,-0.0,-0.0,-68.0,108.0,20.0,0.1659474471266823,-0.0892750310630344,-0.0892750310630344,0.0242418517682097,0.0146342297309417,-0.0436756328276963,-0.0461194996630367,30.93861926926661,0.0364246345554756,0.14439477777777765,0.14439477777777765,0.8622235106038793,True,train,0
atp:2026-01-12:52:A,atp,2026-01-12,2026-01-12,2026-01,A,James Duckworth,Tomas Machac,Hard,,,,0.30853194,0.30853194,0.4285714285714286,2.333333333333333,0.0,,,-0.1584935570845144,-0.1696631802253736,0.1199305562754038,0.1011007082503958,-0.1348577137655894,-164.49963604548702,-0.0,-0.0,16.0,-751.0,-55.0,0.2650284761834541,0.185986294819809,0.185986294819809,0.0299920749615197,0.0287805523832186,0.0019332437254789,-0.001425470884327,-204.22474101333432,-0.1509379509379509,-0.1200394885714286,-0.1200394885714286,0.8472978603872034,True,train,0
atp:2026-01-12:39:B,atp,2026-01-12,2026-01-12,2026-01,B,Luciano Darderi,Alejandro Tabilo,Hard,,,,0.44250124999999996,0.44250124999999996,0.42156862745098045,2.3720930232558137,1.0,,,0.2062732143975151,0.2057427350351785,-0.1413416948519082,-0.1598317265799402,0.0672896013284261,-33.638909103445485,0.0,-0.3999999999999999,-25.0,862.0,57.0,0.0521533111697046,-0.2096478803139666,-0.2096478803139666,0.0206949676764899,0.018553013607665,-0.0434499744756686,-0.0455086560910403,-161.38907503612086,0.0223756067961165,0.02093262254901951,0.02093262254901951,0.8637726975907085,True,train,1
atp:2026-01-12:65:A,atp,2026-01-12,2026-01-12,2026-01,A,Quentin Halys,Tomas Machac,Hard,,,,0.23896886,0.23896886,0.3942307692307692,2.5365853658536586,0.0,,,-0.0841933024494268,-0.0941034211203249,-0.0983515914408413,-0.0852868004073366,0.0394913660567801,-198.81117816455208,-0.0,-0.0,-3.0,-776.0,-59.0,-0.0708008179276384,-0.0511280698202492,-0.0511280698202492,-0.0167934551211184,-0.011328327621593,0.0041042823762053,0.0020832290940279,-241.35630339219892,-0.189804587935429,-0.1552619092307692,-0.1552619092307692,0.9308188324370649,True,train,0
atp:2026-01-12:67:A,atp,2026-01-12,2026-01-12,2026-01,A,Reilly Opelka,Tommy Paul,Hard,,,,0.39535227,0.39535227,0.3741176470588235,2.6729559748427674,0.0,,,-0.0266300260729123,-0.013238171735967,-0.0088512378359075,0.0389084080647852,0.0004856303286481,-183.08826771255508,-0.0,-0.0,-140.0,-1037.0,-32.0,0.1601189771266156,-0.1028889905051501,-0.092322941872873,-0.0716915631065983,-0.0776219135174265,0.0521315194953705,0.0624024361488937,-120.88782412921046,-0.077049283776109,0.021234622941176506,0.021234622941176506,0.9831849667041853,True,train,0
atp:2026-01-12:70:A,atp,2026-01-12,2026-01-12,2026-01,A,Sebastian Baez,Emilio Nava,Hard,,,,0.5646618,0.5646618,0.4491315136476426,2.2265193370165752,1.0,,,0.1485252830301943,0.1480668832439709,0.040202448509614,0.0444601767006087,0.1307763900082316,55.4507544072776,0.0,0.0,175.0,468.0,43.0,-0.0013298748144508,0.0858042870478326,0.0858042870478326,-0.0113602819299813,-0.0088317853969369,-0.007462496740581,-0.0050524529641733,-13.625245408146156,0.1994590939824205,0.1155302863523574,0.1155302863523574,0.8004395306808575,True,train,1
atp:2026-01-12:71:A,atp,2026-01-12,2026-01-12,2026-01,A,Sebastian Baez,Jenson Brooksby,Hard,,,,0.33261293,0.33261293,0.3975903614457831,2.5151515151515156,1.0,,,-0.0474521694252959,-0.052530479727915,0.0592525816561601,0.0632979555846336,0.0229405439676161,-144.24991969389475,0.0,0.0,95.0,128.0,5.0,-0.0603034115931253,-0.0543045975021081,-0.0543045975021081,-0.0310261154257559,-0.0297678323021154,-0.0242469304096754,-0.0210323103895055,-149.165222153159,-0.0681777298075193,-0.06497743144578311,-0.06497743144578311,0.9223330463301178,True,train,1
atp:2026-01-12:73:A,atp,2026-01-12,2026-01-12,2026-01,A,Tallon Griekspoor,Ugo Humbert,Hard,,,,0.47285157,0.47285157,0.3842482100238664,2.602484472049689,0.0,,,-0.3484923109899754,-0.3410614634471212,-0.3463032531923959,-0.3534540341559091,0.1917501546299819,-80.51582979803061,-0.0,-0.0,-47.0,195.0,11.0,0.2711323763955343,-0.3551554631044674,-0.3551554631044674,-0.0510363815032538,-0.0482828403302004,-0.0232087803483969,-0.0198492911033141,-156.25589632730316,-0.0307586206896551,0.08860335997613361,0.08860335997613361,0.9564665549376746,True,train,0
atp:2026-01-12:68:B,atp,2026-01-12,2026-01-12,2026-01,B,Tristan Schoolkate,Rinky Hijikata,Hard,,,,0.53237015,0.53237015,0.4477611940298508,2.233333333333333,0.0,,,-0.0917916592221526,-0.122555074395714,-0.0745786524867537,-0.0580193865289819,0.0368342232893604,22.202045429477497,-0.0,-0.0,-68.0,95.0,13.0,0.030075363038737,-0.1707426741350135,-0.1274835100263653,-0.0114153078965362,0.0050940930093752,-0.0029326680839074,0.0062063025105572,-21.985907360586452,-0.0363636363636363,0.08460895597014917,0.08460895597014917,0.8034952377288105,True,train,0
